,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
C1,0.0,0.0,0.0,0.0,0.0,0.0,-0.011739418814,-0.021430260734,-0.004654878501,0.015592585518,-0.0079597996208,0.01278769045,0.02929653376,-0.015243671368,0.035257202545,-0.04902955051,0.039568633652,-0.031082205702,0.13724014871,0.026511357508,0.023670539418,0.0034486790671,-0.028471285865,0.011417602019,0.00081348561355,-0.0034806765952,0.038353801473,-0.041478730535,-0.018693884053,-0.042692312435,0.033206802934,0.034944738066,-0.025296565895,0.0029783198078,-0.024662034085,-0.066065811185,-0.078498711926,0.032671623099,0.00018923805885,-0.089017801686,0.077994323945,0.0078592849701,-0.00067451482767,0.031188431307,-0.032534389993,0.015040835854,-0.0021592487284,-0.077221152002,0.054748550613,-0.018761387244,0.022142061735,0.024588124204,-0.014084119603,0.10071351917,0.10971104032,-0.067738514431,-0.060550561751,-0.067631763517,0.077037051711,0.0079163415969,0.00038648699857,0.14674675017,0.15738710531,-0.021073224738,-0.01909586024,0.007134349125,0.0040876454453,-0.001261108879,-0.0026925960356,-0.016967118575,-0.015585392683,-0.03508586428,-0.0319781084,-0.067596805429,-0.066892614294,-0.01161467457,-0.012623090662,0.0020215087567,0.0026358068866,0.016137989407,0.023505228055,-0.010323894764,-0.0021440301686,0.0082143386487,0.0081535745548,-0.019902092868,0.012470775353,-0.00075516780133,-8.1365928073e-05,-0.0012910912079,-0.00062839609815,-7.8339752785e-05,-0.00030140269174,0.0041868521264,0.0035545165445,-0.00513748546,-0.00072846685201,0.032021789535,-0.028024710727,0.0051738937539,0.0054515838738,-0.021946405816,0.02132663534,0.00055410869063,0.0043870125031,-0.064651883766,0.056347313992,0.022330301165,0.037029836387,0.08816276286,-0.083734736956,0.020127482871,0.026807347014,-0.013837621947,-0.012151798812,0.087341005602,-0.082857265418,0.082316245734,0.087874070966,0.069562071354,-0.002708844316,0.044664131693,-0.059660692804,-0.067850924727,-0.074560314285,0.11737454947,-0.10512665885,-0.053666342107,0.092718432331,-0.1460494606,0.094242529286,-0.032520081741,0.035655727969,-0.040471519522,0.034441039793,-0.18577363839,0.17130530233,-0.066593183367,0.058388531218,0.097800076837,-0.12385494304,-0.037828516188,0.019031422629,0.00035481572775,0.00084802418254,-0.00011565690282,-1.2804762762e-05,0.00010190991419,1.752215646e-05,2.7779477137e-05,-1.0588411951e-05,-0.00025575963796,-0.00021767972423,9.9716017358e-05,-0.0029536277272,-2.645957765e-05,3.6827535246e-05,1.1649701757e-06,7.8201201109e-05
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0028924870141,0.015599586938,-0.028117097356,0.00021801813489,0.051935701328,-0.061186090421,-0.04625078352,-0.0016788772057,-0.0032123545496,-0.024531182978,-0.0080609480426,0.10007786732,-0.068035546027,-0.048017287985,-0.080350107159,-0.077370597468,0.11400127048,-0.074523571007,-0.012124742458,-0.018709662764,0.087201634241,-0.070696311665,-0.027663250227,0.069253311905,0.033757391297,-0.086647842976,0.016887066514,-0.033560657578,-0.036208558362,0.058944150279,0.063557677967,-0.00071469976285,-0.015908020829,0.013495491287,-0.014997609068,-0.013486950497,0.010537271037,-0.10792830927,0.11499325046,-0.067265566684,-0.017376860769,-0.094336223344,0.066137663146,-0.028228071517,0.035671106958,0.14095005581,0.13086607694,-0.03348733004,0.03349394767,0.052180382287,0.047525720415,0.01328524589,-0.018255220616,0.0045551100998,-0.0055668428435,0.061467094578,0.062130082056,0.091856190401,0.086707957247,-0.023648320019,-0.016262231772,-0.0017204941882,-0.0019454088379,0.052355489122,0.050840807287,0.081398972243,0.0833880503,0.016477530122,0.013240096061,0.044116064068,0.045366616939,-0.013260370132,-0.014110881205,0.033513220202,0.036424932131,0.043545787757,0.0053521003895,-0.027830986882,-0.027088560739,0.0028916703652,-0.009505690824,0.0023645922104,0.0011307079278,0.0044757908271,0.0027288183903,0.00078209419638,0.0013747121091,0.0057782564802,0.0051085757537,-0.0096748973052,-0.0026508683399,0.045556609567,-0.043456015472,0.0010292768078,-0.00025530810098,-0.0076732141894,0.0060031658805,-2.4869002305e-05,0.0060722943773,-0.13992202738,0.1308188777,-0.0070759931033,-0.0092138694191,0.024013493133,-0.033795838384,0.0058026184117,-0.010852987754,0.01950899019,0.0172541115,-0.10267914032,0.10181314748,-0.0067624468988,-0.034041701332,-0.028135033019,0.019559464978,0.097485055864,-0.093435579022,-0.0077686825079,-0.0036133311907,0.053576835528,-0.048531447935,-0.016830468801,0.015731907444,0.053137406798,-0.063489256127,0.075741837268,-0.067960842948,-0.0012038223343,-0.0012217566564,0.0097170972321,-0.0195459597,-0.015227361565,0.0058694477632,0.041525824036,-0.040578406056,-0.010184757411,0.005315602916,0.00030230488588,0.0007563176669,-6.066543363e-05,-2.4392374058e-05,7.2010230745e-05,1.271469856e-05,5.8153741934e-06,-4.9052723115e-06,3.1954450565e-05,3.4450858454e-05,-1.1848763633e-05,0.00025581332925,-1.0149886025e-05,4.0321200126e-05,-5.1208542356e-06,-0.00019946255789
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.014217031261,-0.027116329713,-0.0016374846013,0.022267235617,-0.024964896109,0.042532903403,0.053861388756,0.0073150270432,0.039741893689,0.010238120412,-0.075901337912,-0.037646478109,-0.059014865519,0.014743388535,0.12893028751,0.022092593357,-0.1124597913,0.086766608863,-0.072990302446,-0.0097070938783,0.032507720561,-0.045680788309,-0.027772953791,-0.068555830468,-0.045786855238,0.076611804938,0.0067584464284,0.044026153741,0.071098941144,0.016004056756,0.073223078227,-0.04831529587,0.01685452537,0.03751865516,-0.064358137181,0.017864239551,-0.014435092017,0.11791830598,-0.11457871149,0.018027459798,-0.014393831075,-0.062717193712,0.041594727003,-0.016313771999,0.017361784581,-0.084450199492,-0.11120584659,0.11819326403,0.082260826609,0.060817346585,0.062800203226,0.027536702993,-0.041518751642,0.0012729363323,-0.0055785559246,0.022753106515,0.021976435505,-0.090545913571,-0.086676751083,0.02260478368,0.017164024766,0.0023822250083,0.0039412638741,-0.048765120298,-0.049658344045,0.096699966117,0.093972526188,0.035643282043,0.031019014245,-0.04472452307,-0.045594263671,0.0086200949741,0.010539296003,0.02921343233,0.034364533065,-0.043079678667,-0.0067020281117,0.028972138554,0.028108252609,0.014442333926,-0.017595873298,-0.0024528358688,-0.0015589852654,-0.0046608394913,-0.0026872664366,-0.0007627370083,-0.0013629042574,0.0050743533886,0.0034062931182,-0.0085295681024,-0.0024449488855,0.036753809744,-0.035817208568,-9.7372841396e-05,-0.0016954507235,-0.0016531029919,0.00030356618752,-0.00035426675716,0.0047693094424,-0.12331509258,0.11695929354,-0.013228811693,-0.019584176012,0.00048952354685,-0.011907362056,0.00022211080474,-0.018721542661,0.023072729723,0.020980523621,-0.12653664176,0.12414974225,-0.028580775712,-0.056614266398,-0.046433106026,0.020963799209,0.085943168627,-0.078035721116,0.0097772916231,0.01572801841,0.023115838182,-0.021292529688,-0.0030207698111,-0.0081726149661,0.093109785879,-0.090986921397,0.08508501972,-0.077534698194,0.010373966579,-0.011929919289,0.059095862872,-0.065817109647,0.0025472760795,-0.010391954559,0.016003118036,-0.0074277900878,-0.0019876736056,0.0019372436955,0.00022242222069,0.00060436121927,-2.7516755588e-05,-4.7778713297e-06,5.0019965387e-05,1.7630505345e-05,9.6155719829e-07,1.4020710492e-06,0.00011022110468,0.00010271494597,-4.1315976102e-05,0.0010279257284,7.7635814783e-06,3.7479836528e-05,-6.1376217747e-06,-0.00021978485942
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.012088476773,-0.021112555798,0.00464257929,0.015331529349,0.0085052630618,0.013984186411,-0.028763141867,-0.015505594387,-0.035244345924,0.049252441329,0.038903385933,-0.030199289392,-0.13767781912,0.026586111345,-0.023729294957,-0.0033391775137,-0.028460011009,-0.011470698002,0.00082798711831,0.0034538818148,0.038355543947,0.041529753258,-0.018616670428,0.042641938971,-0.032563197016,0.035639904347,-0.025273937398,-0.0039592672918,-0.024369065956,-0.065968157261,0.078629880487,0.032596472995,-8.9056527541e-05,0.08885978955,0.078120738947,0.0078757654095,0.00069191913087,0.031343787452,0.032439382571,0.015058286166,0.0020771986639,-0.076934700214,-0.060433447474,-0.0055586728057,-0.022091547755,0.024755774058,0.013561848071,0.10208080707,-0.10827202877,-0.067705369111,0.06062361614,-0.067395976533,-0.077224669202,-0.0078952602679,0.00027984522221,0.1471901568,-0.15693563742,0.020684171767,-0.019564659146,0.0071043278558,-0.0041256314557,0.0011858588837,-0.0027206294457,-0.016861595526,0.015744109763,-0.034872171222,0.032182936778,-0.065900253915,0.068584027205,-0.011780695483,0.012472392668,-0.0020233967251,0.0026340462703,0.016028415092,-0.023578809776,0.00067727928125,-0.010540570616,-0.0081105360305,0.0082895613264,-0.019890842037,-0.012455143871,-0.00075762756126,4.0743723407e-05,-0.0008037915962,0.0012020039791,-7.1879772249e-05,0.00030252640478,0.004178106516,-0.0035816045277,-0.005080615082,0.0010396694906,0.03207552326,0.027980773433,-0.0052537882878,0.0053848390818,-0.022885028816,-0.020306336242,0.00061307315121,-0.004379279492,-0.064459714908,-0.056502854977,0.022549249474,-0.036902466335,0.08837418446,0.083485151384,0.02021473189,-0.0266623862,-0.01347759276,0.012487598497,0.086775372242,0.083454355894,0.08257035446,-0.090075280374,0.065256170054,0.0027845367671,0.04435592948,0.059786211824,-0.068622953832,0.073951612114,0.10786191229,0.11469772098,-0.053862230999,-0.092603051002,-0.1460585161,-0.094030055854,-0.03219673268,-0.036006287604,-0.040670259187,-0.034273036856,-0.18446233933,-0.17300369027,-0.067013010376,-0.058027828429,0.098333839598,0.12339102215,0.037515819144,0.019434352141,0.00084995541847,-0.00035056961907,9.950921495e-05,6.0446161411e-05,4.858286477e-05,-9.0981040387e-05,-2.6996638257e-05,8.5805385658e-06,-0.00023190217091,0.00024327774694,-0.002953281193,-0.00011419293636,-4.2587379302e-05,1.4500309618e-05,7.7135250547e-05,-3.4700256589e-06
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0032379649554,-0.015439781768,-0.028109872486,-0.0018296086006,0.051895430663,0.063014606119,-0.043836860811,0.0017784433847,-0.003329189014,-0.024410801041,0.0079999562429,-0.099664571906,-0.06892949981,0.04817979525,-0.080491856643,-0.076819502948,-0.11396638378,-0.074708363307,0.01215602619,-0.018842831984,-0.087102460469,-0.070730633452,0.027683225504,0.069074172571,0.035330299679,0.086235039171,-0.016752760371,-0.031893149312,0.038507975713,-0.058992273698,0.063642041651,0.00066229503302,-0.015879693554,0.013434335826,0.014978122068,0.013509079862,0.010576552839,0.10839390081,0.11460707701,0.067160507207,-0.017213442505,0.094021415486,0.075436408764,0.011985393017,0.035643406586,-0.13758082949,0.13379793457,0.033059492787,0.034293388119,-0.052127952111,0.047576777714,-0.013187089766,-0.018251659772,0.0044903457675,0.0056531768502,-0.061643371899,0.061940025525,0.089985845352,-0.088692548396,0.023507021446,-0.016335277385,-0.0016412018531,0.0019902464925,-0.051949419659,0.051271189282,-0.080863146699,0.083878862992,-0.016156944197,0.013662557214,-0.044689543646,0.044764617247,-0.013274191088,0.014094846621,-0.03334186933,0.036595117634,0.0063912563213,-0.043395544703,-0.027430426757,0.027487689146,-0.0028725412491,-0.0094972112372,-0.0024191415621,0.00099407626818,-0.0024944477989,0.0046063235364,-0.00075348244524,0.0013938363831,-0.0057575719562,0.0051543740044,0.009486487389,-0.0032296988093,-0.045619576683,-0.043375159342,0.0010240702619,0.00027038559577,0.007946295908,0.0056580378746,-5.6030416138e-05,0.0060714128239,0.13952400366,0.13119884602,0.0071405193137,-0.0091597289711,-0.024141885599,-0.033759208838,-0.0057883946013,-0.010810837769,-0.018974400751,0.017725576263,0.10200487497,0.10252173582,0.0068322118158,-0.034940281361,0.02648022028,0.019642501212,-0.097150029836,-0.093814750786,0.0078356477578,-0.0035731828781,-0.049217792138,-0.052910952116,0.016871265877,0.015690488509,-0.053246048521,-0.063438455523,-0.075108628166,-0.068749496122,0.0012007531852,-0.0012293793832,-0.0095828243167,-0.019654902314,0.015306917941,0.0058239354961,-0.041721779917,-0.040393082898,-0.010080648523,-0.0054089714343,-0.0007480393707,0.0003226685007,-6.3153845338e-05,-1.7591278556e-05,-3.4193249366e-05,6.4632127228e-05,7.6477695169e-06,3.9841114838e-07,-2.7856429825e-05,3.7282468587e-05,-0.00025612355456,-6.6377545283e-06,4.153134815e-05,2.0953739127e-06,0.00019945222205,-6.7496402063e-06
C2,0.0,0.0,0.0,0.0,0.0,0.0,-0.013742755766,-0.027198862627,0.0016725487118,0.021515051506,0.025709508383,0.044671339917,-0.052128972925,0.0070391748282,-0.039801556493,-0.010670209992,-0.075711960837,-0.037938423005,0.058898639242,0.014973392651,-0.12910127939,-0.02169375526,-0.11221409195,-0.086779463789,-0.07323972419,0.0094411241839,0.032546814193,0.045757340168,-0.027722269888,0.068357658935,0.047092846395,0.075888980917,0.0068166900421,-0.040919354539,0.074076097326,0.015783302214,-0.073426524685,-0.048284017529,-0.016976227025,-0.03736546353,-0.064415479576,0.017890434715,0.014495014133,0.11836456144,0.11414534583,0.018028290695,0.014346238626,-0.062451311119,-0.046780273015,-0.0061894568256,-0.017316204954,-0.081778769993,0.11297228565,0.11920614764,-0.080343364019,0.060748048447,-0.062880117286,0.027428374094,0.041618847018,-0.0011726429221,-0.0056024585793,0.022810438239,-0.021903361635,0.088674209899,-0.088634625562,0.022457586496,-0.017231309474,-0.0022405137127,0.0039945193728,-0.048363895167,0.050055220361,0.096105567889,-0.094559844879,0.034899062486,-0.031942823987,-0.045316962464,0.044996982468,-0.0086262421475,0.010530156248,0.029023555238,-0.034469832155,0.0049700669455,-0.043291910783,-0.028577897545,0.028546953127,0.014446576619,0.01759143808,-0.0025494928151,0.0014270846131,-0.0026710751719,0.0046641679622,-0.0007355919692,0.0013803052204,0.0050610016453,-0.0034305571396,-0.0083566520449,0.0029557961691,0.036799003657,0.035746986288,0.00012249451675,-0.0016996069816,-0.0016758914764,-0.00023829660672,-0.00029166890178,-0.0047714620045,-0.12293865361,-0.11727551141,-0.013358936025,0.019501898985,0.000543768479,0.011918078133,0.00018233578078,0.018642372281,0.022427349413,-0.021535242087,-0.12571718493,-0.12502261822,-0.028735818322,0.05811333528,-0.043690609643,-0.021071651751,0.085672051623,0.07836101088,0.0099287824741,-0.015629933026,0.021195510847,0.02315865843,-0.0029991520421,0.0082046993038,0.093253948111,0.090900260261,0.08436920414,0.078423883502,0.010442693056,0.011897362447,0.058646955395,0.066416354433,0.0026008037605,0.010357762218,0.016031308719,0.0073296768125,0.001934379702,0.0019388236741,0.00058374792629,-0.00027115612348,2.4485699074e-05,1.3022860578e-05,1.6762389235e-05,-5.0176677231e-05,-2.7372696239e-07,1.4705308815e-06,9.8379238023e-05,-0.00011306124167,0.0010289694345,3.3180223087e-05,-3.3578517877e-05,-1.8457517834e-05,-0.00021928419571,6.9215946977e-06
C3,0.0,0.0,0.0,0.0,0.0,0.0,-0.037340722333,-0.070805169186,-0.0082441731945,0.00757907124,0.014473373238,-0.0026537470637,0.03613529803,0.0023663946353,0.063436418564,-0.05817404029,0.022817573216,0.0010785535344,0.10330058508,0.028657928986,0.0088338152252,-0.022381988584,-0.0064818488826,0.010855863749,0.042775520611,0.047882111047,0.034316576382,-0.029109074818,-0.037186473709,-0.020064884106,0.016359745134,0.0055384339199,0.004882174267,0.0097814842058,0.010861819748,-0.02275122738,-0.029925560051,0.036491931046,0.0086680776683,-0.22850633423,0.18129923106,0.012550644292,0.0055497129884,0.047706000014,-0.020675282792,-0.056315951724,-0.067610000958,0.026965684396,-0.027825772836,-0.013239366226,0.012245716743,-0.018270141095,-0.0067757642232,-0.030809316143,-0.041821740216,-0.022602024986,-0.015756982787,-0.052093307794,0.060469355274,0.051761754703,-0.051824608406,-0.07899386224,-0.080565245793,0.026392671462,0.025973783547,-0.0045188907045,-0.0045895376456,-0.019803146299,-0.020022886159,0.01450918614,0.013967883527,0.065561481819,0.069780185017,0.078017040641,0.07544353814,0.027592520656,0.02774344011,-0.0037027237514,-0.0033753364251,0.0049606402766,0.012682520398,-0.0032277837908,-0.0015481037006,-0.0022814430915,-0.0031897633269,-0.018862032021,0.013617328759,3.0714009458e-05,0.00071151072216,-0.0011782512091,-0.00047730633326,4.756067325e-05,0.00022254881321,0.0046562444809,0.0013815445264,-0.0023743816598,0.00023359837188,0.012253129653,-0.0098884566178,0.00031855897698,0.0006844585591,-0.0050478723387,0.0024745008951,-0.001839031069,0.0017198611675,-0.065486072277,0.051751103576,-0.015795450693,-0.012494542053,0.0086762514388,-0.0056643108491,-0.0027618298963,0.0078869070688,-0.012140875681,-0.0073147314198,0.082733222288,-0.074581483626,0.14855245857,0.10175904939,0.040337050538,0.058057549285,0.0017809702316,-0.014229569372,-0.015074911402,-0.0076976749648,0.02579528389,-0.022524414638,0.017349940375,-0.037849332361,0.28870965598,-0.27383851749,-0.167359807,0.18044859518,0.015692852025,-0.023043539491,0.10519788071,-0.11094034646,0.090240819908,-0.091034331201,-0.078061583087,0.112712146,0.066054550421,-0.04630227004,2.0621368312e-05,0.0002598743916,-0.00015783009884,-0.00010821714901,6.4909510379e-05,-2.2481493031e-05,3.005380743e-05,0.00012046930156,0.0017849980232,0.0016474425965,9.1068371413e-06,-0.00060616021125,-6.876792322e-06,-4.0085443448e-06,-4.2363286278e-05,-0.0016771277805
C3,0.0,0.0,0.0,0.0,0.0,0.0,-0.021982290542,0.055986308062,-0.069537841013,0.067615427295,-0.0094650569915,-0.056024955776,-0.035032262553,-0.055573340506,-0.056775955119,-0.042119431958,-0.041601413685,0.04817480905,-0.063140806206,-0.078412677559,0.0055473884068,0.031086259933,0.018574851075,-0.066761163702,-0.01309898656,-0.02526367695,0.12602049409,-0.076764308653,-0.04725481288,0.032993880104,0.012399180559,-0.047168087594,0.021908802923,-0.019840855001,0.0048311475216,0.10010881046,0.10916994335,0.047947511836,-0.051388163716,-0.04307942343,-0.010432441886,0.00062796033254,0.0084626440966,-0.079639398118,0.085633727223,-0.059156828385,0.0060715871602,-0.086848180452,0.099028416624,0.04390981608,-0.046824855927,0.019618350322,0.0069908203631,0.035065665429,0.050107272843,0.069205194825,0.075124749994,-0.029731466174,0.022094543546,0.091091376351,-0.092818467257,0.010560505993,0.013115537912,-0.10350800285,-0.097317124486,0.021225444263,0.014154762647,0.081150036431,0.076758054734,-0.054522264455,-0.051690444921,-0.032610873657,-0.029044636002,0.027468694095,0.026883373804,-0.10059773285,-0.10266331857,0.0094097325608,0.012835491648,0.0062815442745,0.0099028492729,0.013307819349,0.0012115514747,0.011765198305,0.011575799679,-0.038352437175,0.034427941658,-0.0018031212288,0.000619843237,0.0030047138834,0.0017022629257,7.9750672602e-05,-0.00077953996743,0.00022565551638,-0.00089131069652,-0.0025415527795,-0.00073755356497,0.023387393403,-0.023056717301,-0.0046603021394,-0.0056321232059,0.024748605033,-0.0275858587,-0.0010147316666,0.0034015316171,-0.099543446435,0.093368676997,-0.030476097368,-0.038300879499,-0.029569746625,0.020861245137,0.020897064442,0.032354562447,-0.029939196991,-0.029440194715,0.12674076167,-0.13103813001,-0.04203787868,-0.022983374941,-0.030358620257,0.0047461160243,-0.076929653292,0.080065128864,0.014370871931,0.014307481452,-0.030841250772,0.028220827682,0.0049960266506,-0.0021803321952,-0.031019746435,0.04087401563,-0.11780982726,0.11266354904,-0.030960909884,0.027642676598,-0.011716603617,0.01795207163,0.020796509596,-0.014445368377,-0.033889942084,0.028188479719,0.060173320177,-0.054617966151,-6.1615910348e-05,-0.00014628616215,2.5263679501e-05,1.7200546266e-05,-1.717484035e-05,6.5062167632e-06,1.4005194605e-05,8.5897044522e-05,0.00096625481329,0.00087097456639,-1.1595330057e-05,0.00030275145997,9.8802366661e-06,-7.4917812972e-06,-2.1435275713e-05,-0.00068938029444
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.025816459966,-0.082872814903,0.033534171458,-0.044145376226,0.038757149662,0.035351503291,0.045688497449,0.065812076225,0.097248132303,0.027542521714,-0.054477475759,0.01111045761,-0.075319829947,0.06092455554,0.046917383273,-0.082410147679,-0.015873367959,0.080644791245,-0.062591653804,0.024721129451,0.027696395339,-0.044928470124,-0.03606392214,-0.029366293014,-0.027553477039,0.029756784291,0.0072791088895,0.035507799542,0.069468368473,0.037715848124,0.090976212185,-0.081641658897,0.055576735222,0.018338557011,-0.023373941932,0.0047996453346,-0.014021241168,0.081438697237,-0.085026644491,0.046961264564,0.014202460154,-0.020178288247,-0.032072100276,-0.075250807717,0.082206402635,0.032841908945,0.011934501119,0.05052432749,0.068366628226,0.073201707654,0.077968946407,-0.013991030112,0.005032466955,0.074513310111,-0.077847274828,0.025057854815,0.025014101598,0.10304515361,0.097075133042,-0.020510928479,-0.014144108403,-0.082322381076,-0.078748633199,0.049481889305,0.048215277423,-0.04414747832,-0.043387031938,0.00067828024107,0.0016438286331,0.10030049907,0.1019585635,-0.0096205834769,-0.01315487704,0.0062173220722,0.0063587622838,-0.012914850898,-0.0013049145079,-0.010695855942,-0.0093702022159,-0.034976699966,0.033520012454,0.0012962007354,0.00091435686507,-0.0036695845744,-0.0021328300155,6.6230333544e-05,0.00065280724671,-0.00071263172789,-0.00085250073454,-0.0024433296335,-0.00022480976896,0.01999665371,-0.02121317745,-0.0045545409414,-0.0063126541013,0.026919517969,-0.028787854205,-0.00054299939707,0.0030688824501,-0.082310801324,0.080824583261,-0.026448242159,-0.035374062101,-0.032728161612,0.02248268899,0.021948657459,0.030931116503,-0.027029697578,-0.027706571475,0.10519683467,-0.11229720186,-0.083603049986,-0.051158458989,-0.042311377103,-0.010723178404,-0.07857055321,0.08492672561,0.019088865205,0.016396255462,-0.038310249876,0.034727704247,0.0005030689737,0.0081089527579,-0.10978265253,0.11487623551,-0.074809542469,0.065915514994,-0.035444566184,0.034450051579,-0.04012655624,0.047749636482,-0.0029468335738,0.0096278952566,-0.013436797806,-0.0013048193945,0.043435333198,-0.043283326535,-7.0858909541e-05,-0.00022001470326,7.8092313743e-05,7.0206351264e-05,-3.9387136787e-05,2.3297651625e-05,2.6666237397e-06,6.2492061271e-05,0.00051791375661,0.0004648929885,-1.4215093717e-05,0.00045073037644,1.8382573778e-05,-6.8946221203e-06,-9.1493651706e-06,-0.00027101281563
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.038311325819,-0.070067092031,0.0082018417523,0.0080114060832,-0.014255600675,-0.0012241194109,-0.036295771139,0.0018360009267,-0.063523292658,0.058319508383,0.022161778944,0.0018033689206,-0.10335094199,0.028636163799,-0.008818004961,0.022463930736,-0.0063880491772,-0.010946242979,0.04292318273,-0.047770375161,0.034330121176,0.029124966633,-0.037145346724,0.020067025304,-0.01626945743,0.0058675207672,0.0049022335827,-0.0092726120972,0.011568286845,-0.022757072597,0.029982428525,0.036395717366,-0.008543979735,0.22812620188,0.18169882482,0.012563770985,-0.005498689339,0.04777848179,0.0205219465,-0.056298899922,0.067666475603,0.026731240982,0.020889666346,-0.018810441626,-0.012338358401,-0.018021341891,0.007159503308,-0.031309019627,0.041388280504,-0.022579033804,0.015764732167,-0.051928568026,-0.060642755265,-0.050903420645,-0.052627271218,-0.079232050345,0.080348353048,-0.025851272124,0.026562281365,-0.0044843372284,0.0046024245577,0.019244987896,-0.020580602134,0.014425158694,-0.014111179355,0.065096452191,-0.070146377888,0.076120402899,-0.077408178094,0.027968729714,-0.02739393188,0.0037059273787,-0.0033713303322,0.0048874471034,-0.012693551017,-0.00063329201412,-0.0035194286195,0.0022354975865,-0.0032225072506,-0.018866712741,-0.013613031318,7.6498710604e-05,-0.00071206056392,-0.00078253035048,0.00101348456,4.2268515916e-05,-0.00022321551047,0.0046546885099,-0.0014164676778,-0.0023836597539,-8.9983832075e-05,0.012268936385,0.0098636009161,-0.00032701501703,0.00068141028247,-0.0051625957841,-0.0022494367918,-0.0018161767724,-0.0017418266709,-0.065331554272,-0.051923063632,-0.015883849011,0.012402255146,0.0087042255563,0.0056461907922,-0.0027503532564,-0.0078667731091,-0.011921407128,0.0076013194474,0.082284442686,0.075197164844,0.14894826466,-0.10286251084,0.035446903023,-0.05792778466,0.0016132436359,0.014175535413,-0.015143217444,0.0075476733573,0.023728274164,0.024595366625,0.017421779398,0.037869061395,0.2890430506,0.27358442387,-0.16529866986,-0.18193245272,0.015743847495,0.022923496683,0.10432913146,0.1118728571,0.090840793844,0.090494417756,-0.07852465857,-0.11229539748,-0.065459766807,-0.047097809145,0.00019738564595,-0.00016934942309,0.00019130111137,1.0096046882e-05,5.7432721925e-05,-3.7118796467e-05,4.1076176084e-05,0.00011427303195,0.0016035172215,-0.0018249338039,-0.00060530911907,-3.4723630354e-05,2.1225358039e-06,7.759199091e-06,-0.0016783131311,5.7186185794e-05
