270.0580808754838, -19.51330727726831
272.4903243026825, -19.233636473406918
274.9448818897638, -19.280389951256083
277.3994394768451, -19.32714342910525
279.85399706392633, -19.373896906954414
282.3085546510076, -19.420650384803608
284.7631122380889, -19.55859246407762
287.21766982517016, -19.719331693707815
289.67222741225146, -19.902868073694194
292.1267849993327, -21.294653422559477
294.581342586414, -24.226386277986492
298.1516081676231, -24.236258603267814
300.6061657547044, -25.058115193227977
303.06072334178566, -25.99395753496914
305.2921393300414, -29.248325880168935
306.7425597224076, -35.371024384663784
307.5235553182971, -40.965503040933456
308.19298011477383, -47.18477817391472
308.7508341118377, -53.52731247577107
309.42025890831445, -60.269022304415344
310.3128253036167, -67.22395632749296
310.89547281166125, -70.92692622461742
313.32523688776195, -71.16824973149544
315.7797944748432, -70.46269724758982
318.2343520619245, -67.43183542735126
320.2426264513546, -61.878272964063555
321.58147604430803, -56.279392194619774
322.58561323902313, -50.969684721613206
323.5897504337382, -45.23367053694561
324.705458427866, -38.684783385127716
325.9327372214067, -32.95719899419352
327.82944081142404, -27.9019631020699
330.2839983985053, -25.076275635037163
332.7385559855866, -24.00596874543227
335.1931135726678, -23.505590614732498
337.6476711597491, -22.982415333676514
340.1022287468304, -22.59602295475777
342.55678633391165, -22.505993530469723
345.01134392099294, -22.871907113305767
347.46590150807424, -22.918660591154932
349.9204590951555, -22.965414069004098
352.3750166822368, -23.012167546853263
354.8295742693181, -23.05892102470243
357.2841318563993, -23.105674502551594
359.7386894434806, -23.15242798040076
362.1932470305619, -23.199181458249953
364.64780461764315, -23.24593493609912
367.10236220472444, -23.292688413948284
369.55691979180574, -23.33944189179745
372.011477378887, -23.386195369646614
374.4660349659682, -23.43294884749578
376.9205925530496, -23.479702325344945
379.15200854130524, -23.522205487026
