Mode,AtomIndex,dx,dy,dz
78,16,-0.0,0.0,0.01
78,17,-0.01,-0.01,0.01
78,18,0.0,-0.01,0.01
78,19,0.01,0.02,-0.03
78,20,-0.0599,-0.1897,0.1797
78,21,0.01,0.0,0.0
78,22,-0.0,-0.03,0.03
78,23,-0.0,0.0,-0.01
78,24,0.0,0.0,-0.0
78,25,-0.0,0.0,0.0
78,26,0.0,-0.0,-0.0
78,27,-0.0,0.0,-0.0
78,28,0.0,-0.03,-0.03
78,29,-0.0,0.0,0.0
78,30,-0.01,-0.01,-0.02
78,31,-0.03,0.1098,0.0998
78,32,0.0,-0.02,-0.01
78,33,-0.01,0.0899,0.0799
78,34,-0.0,0.01,0.01
78,35,0.01,-0.0699,-0.0599
78,36,-0.01,0.03,0.03
78,37,0.0399,-0.1897,-0.1697
78,38,0.01,-0.02,-0.02
78,39,-0.01,0.0699,0.0699
78,40,0.1198,-0.3494,-0.3594
78,41,-0.0,0.01,0.01
78,42,0.0,-0.01,-0.01
78,43,-0.0,0.01,0.0
78,44,-0.0,-0.01,-0.01
78,45,0.0,0.0,-0.01
78,46,0.01,-0.01,-0.01
78,47,-0.0,-0.01,-0.01
78,48,-0.01,0.02,0.03
78,49,0.0599,-0.1797,-0.1697
78,50,0.0,0.0,0.0
78,51,0.0,0.0,-0.0
78,52,-0.0,-0.0,0.0
78,53,0.0,-0.0,0.0
79,1,0.0,-0.01,0.02
79,2,0.03,0.1098,-0.0999
79,3,-0.0,-0.02,0.02
79,4,0.02,0.0999,-0.0999
79,5,0.0,0.01,-0.01
79,6,-0.01,-0.0699,0.0599
79,7,0.01,0.03,-0.03
79,8,-0.0399,-0.2097,0.1897
79,9,-0.01,-0.02,0.02
79,10,0.01,0.0699,-0.0699
79,11,-0.1098,-0.3495,0.3495
79,12,0.0,0.01,-0.01
79,13,-0.0,-0.01,0.01
79,14,0.0,0.0,-0.0
79,15,0.0,-0.0,0.0
79,16,-0.0,0.0,0.0
79,17,-0.01,-0.01,0.01
79,18,0.0,-0.01,0.01
79,19,0.01,0.02,-0.03
79,20,-0.0499,-0.1698,0.1598
79,21,0.0,0.0,0.0
79,22,-0.01,-0.03,0.03
79,23,-0.0,0.0,-0.0
79,24,0.0,0.0,-0.0
79,25,-0.0,0.0,0.0
79,26,0.0,-0.0,-0.0
79,27,0.0,-0.0,0.0
79,28,-0.01,0.03,0.03
79,29,0.0,-0.0,-0.0
79,30,0.0,0.02,0.02
79,31,0.03,-0.1198,-0.0999
79,32,-0.0,0.02,0.02
79,33,0.02,-0.1098,-0.0999
79,34,0.0,-0.01,-0.01
79,35,-0.01,0.0799,0.0599
79,36,0.01,-0.0399,-0.03
79,37,-0.0399,0.2197,0.1997
79,38,-0.01,0.02,0.03
79,39,0.01,-0.0799,-0.0699
79,40,-0.1198,0.3795,0.3795
79,41,0.0,-0.01,-0.01
79,42,-0.0,0.01,0.01
79,43,0.0,-0.01,-0.0
79,44,0.01,0.01,0.0
79,45,-0.0,-0.0,0.0
79,46,-0.01,0.01,0.01
79,47,0.0,0.01,0.01
79,48,0.01,-0.02,-0.03
79,49,-0.0499,0.1797,0.1698
79,50,-0.0,-0.0,-0.0
79,51,-0.0,-0.0,0.0
79,52,0.0,0.0,-0.0
79,53,0.0,0.0,0.0
80,1,0.0199,-0.0199,-0.0
80,2,0.0497,-0.0199,-0.0597
80,3,0.0298,-0.0199,-0.0199
80,4,0.0,-0.0597,-0.0398
80,5,-0.0099,0.0199,0.0199
80,6,-0.0497,0.0199,0.0298
80,7,-0.0099,-0.0,-0.0099
80,8,0.0,-0.0199,-0.0298
80,9,-0.0298,-0.0099,-0.0099
80,10,-0.0398,-0.0497,-0.0696
80,11,-0.1094,0.0199,0.0398
80,12,-0.0298,0.0199,0.0
80,13,-0.0298,0.0497,0.0497
80,14,0.0199,0.0199,0.0298
80,15,-0.2984,0.1691,0.0696
80,16,0.0995,-0.1591,-0.1293
80,17,0.179,-0.1492,-0.0497
80,18,-0.1392,0.0398,0.0
80,19,-0.0895,0.1293,0.0995
80,20,-0.2387,0.189,0.1293
80,21,0.0099,0.0398,0.0497
80,22,0.1392,-0.0696,-0.0199
80,23,0.0796,-0.0099,0.0199
80,24,-0.0398,0.0099,-0.0
80,25,0.0398,-0.0696,-0.0597
80,26,-0.0099,0.0597,0.0497
80,27,0.0099,-0.0398,0.0497
80,28,0.1392,0.0696,-0.0199
80,29,-0.0398,-0.0099,-0.0
80,30,0.0199,0.0199,-0.0
80,31,0.0497,0.0199,-0.0597
80,32,0.0298,0.0199,-0.0199
80,33,0.0,0.0597,-0.0398
80,34,-0.0099,-0.0199,0.0199
80,35,-0.0497,-0.0199,0.0298
80,36,-0.0099,0.0,-0.0099
80,37,0.0,0.0199,-0.0298
80,38,-0.0298,0.0099,-0.0099
80,39,-0.0398,0.0497,-0.0696
80,40,-0.1094,-0.0199,0.0398
80,41,-0.0298,-0.0199,0.0
80,42,-0.0298,-0.0497,0.0497
80,43,0.0199,-0.0199,0.0298
80,44,-0.2984,-0.1591,0.0696
80,45,0.0995,0.1591,-0.1293
80,46,0.179,0.1392,-0.0597
80,47,-0.1392,-0.0398,0.0
80,48,-0.0895,-0.1293,0.0995
80,49,-0.2387,-0.189,0.1293
80,50,0.0796,0.0099,0.0199
80,51,0.0398,0.0696,-0.0597
80,52,-0.0099,-0.0597,0.0497
80,53,0.0099,0.0,-0.0
81,1,-0.0,-0.0,0.0
81,2,0.0,0.0199,-0.0199
81,3,0.0,0.0,-0.0
81,4,-0.0,-0.01,0.01
81,5,0.0,0.0,-0.0
81,6,-0.0,-0.01,0.01
81,7,-0.0,-0.0,0.0
81,8,0.0,0.0,-0.0
81,9,-0.0,-0.0,0.0
81,10,-0.0,-0.0,0.0
81,11,0.01,0.0199,-0.0199
81,12,-0.01,-0.0199,0.0199
81,13,0.0,0.0199,-0.0199
81,14,0.01,0.0399,-0.0399
81,15,-0.0997,-0.3391,0.3391
81,16,-0.0199,-0.0698,0.0698
81,17,0.1496,0.5386,-0.5386
81,18,-0.0,0.0,-0.0
81,19,0.01,0.0199,-0.0199
81,20,-0.0199,-0.0598,0.0598
81,21,0.0,0.0,-0.0
81,22,0.0,0.0,-0.01
81,23,-0.0,-0.01,0.01
81,24,-0.0,-0.0,0.0
81,25,0.0,-0.0,-0.0
81,26,0.0,0.0,-0.0
81,27,0.0,0.0,0.0
81,28,0.0,0.0,0.0
81,29,-0.0,-0.0,-0.0
81,30,0.0,-0.0,-0.0
81,31,-0.0,0.0,0.0
81,32,-0.0,0.0,0.0
81,33,-0.0,-0.0,-0.0
81,34,-0.0,0.0,0.0
81,35,-0.0,-0.0,-0.0
81,36,0.0,-0.0,0.0
81,37,0.0,-0.0,0.0
81,38,0.0,-0.0,-0.0
81,39,0.0,-0.0,-0.0
81,40,-0.0,0.01,0.01
81,41,0.0,-0.01,-0.01
81,42,-0.0,0.01,0.01
81,43,-0.0,0.0199,0.0199
81,44,0.0399,-0.1297,-0.1297
81,45,0.01,-0.0299,-0.0299
81,46,-0.0598,0.2095,0.2095
81,47,-0.0,0.0,0.0
81,48,-0.0,0.01,0.01
81,49,0.01,-0.0299,-0.0199
81,50,0.0,-0.0,-0.0
81,51,0.0,0.0,-0.0
81,52,-0.0,0.0,0.0
81,53,0.0,-0.0,-0.0
82,1,0.0,0.0,-0.0
82,2,-0.0,-0.01,0.01
82,3,-0.0,-0.0,0.0
82,4,0.0,0.01,-0.01
82,5,-0.0,-0.0,0.0
82,6,0.0,0.0,-0.0
82,7,-0.0,0.0,-0.0
82,8,-0.0,-0.0,0.0
82,9,0.0,0.0,-0.0
82,10,0.0,0.0,-0.0
82,11,-0.0,-0.01,0.01
82,12,0.0,0.01,-0.01
82,13,-0.0,-0.01,0.01
82,14,-0.0,-0.0199,0.0199
82,15,0.0399,0.1296,-0.1296
82,16,0.01,0.0299,-0.0299
82,17,-0.0598,-0.2094,0.2094
82,18,0.0,-0.0,0.0
82,19,-0.0,-0.01,0.01
82,20,0.01,0.0199,-0.0299
82,21,-0.0,-0.0,0.0
82,22,-0.0,-0.0,0.0
82,23,0.0,0.0,-0.0
82,24,0.0,0.0,-0.0
82,25,-0.0,0.0,0.0
82,26,-0.0,-0.0,0.0
82,27,-0.0,0.0,0.0
82,28,-0.0,0.0,0.01
82,29,0.0,-0.0,-0.0
82,30,0.0,-0.0,-0.0
82,31,-0.0,0.0199,0.0199
82,32,-0.0,0.0,0.0
82,33,0.0,-0.01,-0.01
82,34,-0.0,0.0,0.0
82,35,0.0,-0.01,-0.01
82,36,0.0,-0.0,-0.0
82,37,-0.0,0.0,0.0
82,38,0.0,-0.0,-0.0
82,39,0.0,-0.0,-0.0
82,40,-0.01,0.0199,0.0199
82,41,0.01,-0.0199,-0.0199
82,42,-0.0,0.0199,0.0199
82,43,-0.01,0.0399,0.0399
82,44,0.0997,-0.3391,-0.3391
82,45,0.0199,-0.0698,-0.0698
82,46,-0.1496,0.5385,0.5385
82,47,0.0,0.0,0.0
82,48,-0.01,0.0199,0.0199
82,49,0.0199,-0.0598,-0.0598
82,50,0.0,-0.01,-0.01
82,51,-0.0,-0.0,0.0
82,52,-0.0,0.0,0.0
82,53,-0.0,-0.0,-0.0
83,1,0.0302,-0.0101,0.0201
83,2,0.0603,0.0603,-0.0804
83,3,-0.0,-0.0,-0.0201
83,4,-0.0402,-0.0704,-0.0101
83,5,-0.0,0.0101,-0.0
83,6,-0.0402,-0.0302,0.0302
83,7,0.0101,0.0,0.0201
83,8,0.0201,0.0302,-0.0101
83,9,-0.0201,-0.0,-0.0101
83,10,-0.0704,-0.0302,-0.0503
83,11,-0.1608,0.1005,0.0905
83,12,-0.0101,-0.0101,-0.0101
83,13,-0.0101,0.0402,0.0402
83,14,0.0101,0.0302,0.0302
83,15,-0.3016,0.1608,0.0804
83,16,0.0804,-0.1307,-0.1106
83,17,0.1508,-0.1206,-0.0603
83,18,-0.1206,0.0402,0.0
83,19,-0.0905,0.1106,0.0804
83,20,-0.2815,0.191,0.1206
83,21,0.0201,0.0201,0.0302
83,22,0.1407,-0.0603,-0.0201
83,23,0.0603,-0.0,0.0101
83,24,-0.0302,0.0,-0.0101
83,25,0.0302,-0.0603,-0.0503
83,26,-0.0101,0.0503,0.0402
83,27,-0.0201,0.0201,-0.0302
83,28,-0.1407,-0.0603,0.0201
83,29,0.0302,0.0,0.0101
83,30,-0.0302,-0.0101,-0.0201
83,31,-0.0603,0.0603,0.0804
83,32,0.0,-0.0,0.0201
83,33,0.0402,-0.0704,0.0101
83,34,0.0,0.0101,0.0
83,35,0.0402,-0.0302,-0.0302
83,36,-0.0101,0.0,-0.0201
83,37,-0.0201,0.0302,0.0101
83,38,0.0201,-0.0,0.0101
83,39,0.0704,-0.0302,0.0503
83,40,0.1608,0.1005,-0.0905
83,41,0.0101,-0.0101,0.0101
83,42,0.0101,0.0402,-0.0402
83,43,-0.0101,0.0302,-0.0302
83,44,0.3016,0.1608,-0.0804
83,45,-0.0804,-0.1307,0.1106
83,46,-0.1508,-0.1106,0.0603
83,47,0.1206,0.0402,-0.0
83,48,0.0905,0.1106,-0.0804
83,49,0.2815,0.191,-0.1206
83,50,-0.0603,-0.0,-0.0101
83,51,-0.0302,-0.0603,0.0503
83,52,0.0101,0.0503,-0.0402
83,53,0.0,-0.0,-0.0
84,1,-0.01,-0.0796,0.0697
84,2,0.0796,0.4281,-0.3783
84,3,0.01,0.0398,-0.0398
84,4,-0.0299,-0.1892,0.1692
84,5,0.0,0.0299,-0.0299
84,6,-0.0398,-0.1692,0.1593
84,7,-0.0,-0.0299,0.0199
84,8,0.0199,0.1195,-0.1095
84,9,0.0,0.01,-0.01
84,10,0.0,-0.0,0.0
84,11,0.01,0.0,-0.01
84,12,0.0,0.0,-0.0
84,13,0.0,-0.0,-0.0
84,14,-0.0,-0.0,0.0
84,15,0.01,0.01,-0.01
84,16,-0.0,0.01,-0.0
84,17,-0.01,-0.0199,0.0199
84,18,0.0,-0.0,-0.0
84,19,0.0,-0.0,-0.0
84,20,0.01,0.0,-0.01
84,21,-0.0,0.01,-0.01
84,22,-0.0,0.0,0.0
84,23,-0.0,0.0,-0.0
84,24,0.0,0.0,0.0
84,25,-0.0,0.0,0.0
84,26,0.0,-0.0,-0.0
84,27,-0.0,-0.01,-0.01
84,28,-0.0,-0.0,0.0
84,29,0.0,-0.0,0.0
84,30,-0.01,0.0796,0.0697
84,31,0.0796,-0.4281,-0.3783
84,32,0.01,-0.0398,-0.0398
84,33,-0.0299,0.1892,0.1692
84,34,0.0,-0.0299,-0.0299
84,35,-0.0398,0.1692,0.1593
84,36,-0.0,0.0299,0.0199
84,37,0.0199,-0.1195,-0.1095
84,38,0.0,-0.01,-0.01
84,39,0.0,0.0,0.0
84,40,0.01,-0.0,-0.01
84,41,0.0,-0.0,-0.0
84,42,0.0,0.0,-0.0
84,43,-0.0,0.0,0.0
84,44,0.01,-0.01,-0.01
84,45,-0.0,-0.01,-0.0
84,46,-0.01,0.0199,0.0199
84,47,0.0,0.0,-0.0
84,48,0.0,0.0,-0.0
84,49,0.01,-0.0,-0.01
84,50,-0.0,-0.0,-0.0
84,51,-0.0,-0.0,0.0
84,52,0.0,0.0,-0.0
84,53,0.0,-0.0,-0.0
85,1,-0.0199,-0.0798,0.0698
85,2,0.0698,0.4288,-0.3789
85,3,0.01,0.0399,-0.0399
85,4,-0.0299,-0.1795,0.1695
85,5,0.01,0.0299,-0.0299
85,6,-0.0299,-0.1695,0.1595
85,7,-0.01,-0.0299,0.0199
85,8,0.0199,0.1197,-0.1197
85,9,0.0,0.01,-0.01
85,10,0.0,-0.0,0.01
85,11,0.0199,0.01,-0.0199
85,12,0.0,0.0,0.0
85,13,0.0,-0.0,-0.0
85,14,-0.0,-0.0,-0.0
85,15,0.0199,-0.0,-0.01
85,16,-0.0,0.01,0.0
85,17,-0.01,-0.01,0.0199
85,18,0.01,-0.0,-0.0
85,19,0.01,-0.01,-0.0
85,20,0.0199,-0.01,-0.01
85,21,-0.0,0.01,-0.01
85,22,-0.01,0.0,-0.0
85,23,-0.0,0.0,-0.0
85,24,0.0,-0.0,0.0
85,25,-0.0,0.0,0.0
85,26,0.0,-0.0,-0.0
85,27,0.0,0.01,0.01
85,28,0.01,0.0,0.0
85,29,-0.0,-0.0,-0.0
85,30,0.0199,-0.0798,-0.0698
85,31,-0.0698,0.4288,0.3789
85,32,-0.01,0.0399,0.0399
85,33,0.0299,-0.1795,-0.1695
85,34,-0.01,0.0299,0.0299
85,35,0.0299,-0.1695,-0.1595
85,36,0.01,-0.0299,-0.0199
85,37,-0.0199,0.1197,0.1197
85,38,-0.0,0.01,0.01
85,39,-0.0,-0.0,-0.01
85,40,-0.0199,0.01,0.0199
85,41,-0.0,0.0,-0.0
85,42,-0.0,-0.0,0.0
85,43,0.0,-0.0,0.0
85,44,-0.0199,-0.0,0.01
85,45,0.0,0.01,-0.0
85,46,0.01,-0.01,-0.0199
85,47,-0.01,-0.0,0.0
85,48,-0.01,-0.01,0.0
85,49,-0.0199,-0.01,0.01
85,50,0.0,0.0,0.0
85,51,0.0,0.0,-0.0
85,52,-0.0,-0.0,0.0
85,53,-0.0,-0.0,-0.0
86,1,0.0,0.01,-0.01
86,2,-0.02,-0.1198,0.0999
86,3,-0.0,-0.0399,0.03
86,4,0.0499,0.2397,-0.2197
86,5,0.01,0.0599,-0.0499
86,6,-0.0699,-0.3795,0.3495
86,7,-0.01,-0.03,0.02
86,8,0.0399,0.2097,-0.1997
86,9,-0.0,-0.01,0.01
86,10,0.0,0.0,-0.0
86,11,-0.0,0.0,0.0
86,12,-0.0,-0.0,0.0
86,13,-0.0,0.0,-0.0
86,14,0.0,-0.0,-0.0
86,15,0.0,-0.0,0.0
86,16,-0.0,-0.0,0.0
86,17,0.0,0.0,-0.0
86,18,0.0,0.0,-0.0
86,19,0.0,0.0,0.0
86,20,0.0,-0.0,-0.0
86,21,0.0,0.01,-0.0
86,22,-0.0,0.0,-0.0
86,23,-0.0,-0.0,-0.0
86,24,-0.0,-0.0,0.0
86,25,-0.0,0.0,0.0
86,26,0.0,-0.0,-0.0
86,27,0.0,-0.01,-0.0
86,28,-0.0,-0.0,-0.0
86,29,-0.0,0.0,0.0
86,30,0.0,-0.01,-0.01
86,31,-0.02,0.1198,0.0999
86,32,-0.0,0.0399,0.03
86,33,0.0499,-0.2397,-0.2197
86,34,0.01,-0.0599,-0.0499
86,35,-0.0699,0.3795,0.3495
86,36,-0.01,0.03,0.02
86,37,0.0399,-0.2097,-0.1997
86,38,-0.0,0.01,0.01
86,39,0.0,-0.0,-0.0
86,40,-0.0,-0.0,0.0
86,41,-0.0,0.0,0.0
86,42,-0.0,-0.0,-0.0
86,43,0.0,0.0,-0.0
86,44,0.0,0.0,0.0
86,45,-0.0,0.0,0.0
86,46,0.0,-0.0,-0.0
86,47,0.0,-0.0,-0.0
86,48,0.0,-0.0,0.0
86,49,0.0,0.0,-0.0
86,50,-0.0,0.0,-0.0
86,51,-0.0,-0.0,0.0
86,52,0.0,0.0,-0.0
86,53,-0.0,0.0,-0.0
87,1,-0.0,-0.01,0.01
87,2,0.0199,0.1196,-0.1096
87,3,0.0,0.0399,-0.0299
87,4,-0.0498,-0.2392,0.2192
87,5,-0.01,-0.0598,0.0498
87,6,0.0698,0.3787,-0.3488
87,7,0.01,0.0299,-0.0199
87,8,-0.0399,-0.2093,0.1993
87,9,0.0,0.01,-0.01
87,10,-0.0,-0.0,0.0
87,11,0.0,0.0,-0.0
87,12,0.0,0.0,-0.0
87,13,-0.0,-0.0,0.0
87,14,0.0,0.0,0.0
87,15,-0.0,0.0,0.0
87,16,0.0,-0.0,-0.0
87,17,-0.0,-0.0,0.0
87,18,-0.0,-0.0,0.0
87,19,0.0,0.0,0.0
87,20,0.0,-0.0,0.0
87,21,-0.0,-0.01,0.0
87,22,-0.0,-0.0,0.0
87,23,-0.0,0.0,-0.0
87,24,-0.0,0.0,-0.0
87,25,0.0,-0.0,-0.0
87,26,0.0,0.0,0.0
87,27,0.0,-0.01,-0.0
87,28,-0.0,-0.0,-0.0
87,29,0.0,0.0,0.0
87,30,0.0,-0.01,-0.01
87,31,-0.0199,0.1196,0.1096
87,32,-0.0,0.0399,0.0299
87,33,0.0498,-0.2392,-0.2192
87,34,0.01,-0.0598,-0.0498
87,35,-0.0698,0.3787,0.3488
87,36,-0.01,0.0299,0.0199
87,37,0.0399,-0.2093,-0.1993
87,38,-0.0,0.01,0.01
87,39,0.0,-0.0,-0.0
87,40,-0.0,0.0,0.0
87,41,-0.0,0.0,0.0
87,42,0.0,-0.0,-0.0
87,43,-0.0,0.0,-0.0
87,44,0.0,0.0,-0.0
87,45,-0.0,-0.0,0.0
87,46,0.0,-0.0,-0.0
87,47,0.0,-0.0,-0.0
87,48,0.0,0.0,-0.0
87,49,0.0,-0.0,-0.0
87,50,-0.0,0.0,0.0
87,51,-0.0,-0.0,0.0
87,52,-0.0,0.0,-0.0
87,53,0.0,0.0,-0.0
88,1,-0.0496,-0.0397,-0.0496
88,2,-0.0199,-0.0695,-0.0794
88,3,0.2184,-0.0993,-0.0794
88,4,0.2283,-0.1191,-0.0596
88,5,0.0,0.0397,0.0596
88,6,-0.0099,0.0794,0.0099
88,7,-0.2084,-0.0695,-0.129
88,8,-0.1489,-0.2084,-0.2184
88,9,-0.0298,0.0,-0.0099
88,10,0.0695,-0.0298,-0.0099
88,11,0.129,-0.1092,-0.0794
88,12,-0.0099,0.0099,0.0099
88,13,-0.0099,-0.0,-0.0
88,14,0.0099,-0.0099,-0.0099
88,15,0.0893,-0.0496,-0.0199
88,16,-0.0099,0.0199,0.0199
88,17,-0.0099,0.0298,0.0199
88,18,0.0199,-0.0099,-0.0
88,19,0.0199,-0.0199,-0.0099
88,20,0.139,-0.0794,-0.0298
88,21,0.0099,0.1787,0.1985
88,22,-0.0496,0.0199,0.0099
88,23,-0.0099,-0.0,-0.0
88,24,0.0,0.0099,0.0099
88,25,-0.0,0.0099,0.0099
88,26,-0.0,-0.0,-0.0
88,27,0.0099,-0.1787,0.1985
88,28,-0.0496,-0.0199,0.0099
88,29,0.0,-0.0099,0.0099
88,30,-0.0496,0.0397,-0.0496
88,31,-0.0199,0.0596,-0.0893
88,32,0.2184,0.0993,-0.0794
88,33,0.2283,0.1191,-0.0596
88,34,0.0,-0.0397,0.0596
88,35,-0.0099,-0.0794,0.0099
88,36,-0.2084,0.0695,-0.129
88,37,-0.1489,0.2084,-0.2184
88,38,-0.0298,-0.0,-0.0099
88,39,0.0695,0.0298,-0.0099
88,40,0.129,0.1092,-0.0794
88,41,-0.0099,-0.0099,0.0099
88,42,-0.0099,0.0,-0.0
88,43,0.0099,0.0099,-0.0099
88,44,0.0893,0.0496,-0.0199
88,45,-0.0099,-0.0199,0.0199
88,46,-0.0099,-0.0298,0.0199
88,47,0.0199,0.0099,-0.0
88,48,0.0199,0.0199,-0.0099
88,49,0.139,0.0794,-0.0298
88,50,-0.0099,0.0,-0.0
88,51,-0.0,-0.0099,0.0099
88,52,-0.0,0.0,-0.0
88,53,0.0099,-0.0,-0.0
89,1,0.0499,0.02,0.0399
89,2,0.02,0.0599,0.0699
89,3,-0.2395,0.1198,0.0898
89,4,-0.2495,0.1497,0.0699
89,5,-0.01,-0.0299,-0.0499
89,6,0.01,-0.0798,0.0
89,7,0.2395,0.0699,0.1397
89,8,0.1796,0.2096,0.2096
89,9,0.0299,-0.0,0.01
89,10,-0.0599,0.02,0.0
89,11,-0.0699,0.0299,0.02
89,12,-0.0,0.01,0.01
89,13,-0.0,-0.0,-0.0
89,14,0.0,-0.0,-0.0
89,15,0.01,-0.01,0.0
89,16,0.0,0.0,0.0
89,17,0.0,0.0,0.0
89,18,-0.0,0.0,-0.0
89,19,-0.0,-0.0,-0.01
89,20,-0.02,-0.0,-0.0
89,21,-0.02,-0.1996,-0.2295
89,22,0.02,-0.01,-0.0
89,23,0.0,0.0,0.0
89,24,0.0,0.0,-0.0
89,25,0.0,-0.0,0.0
89,26,-0.0,-0.0,-0.0
89,27,0.02,-0.1996,0.2295
89,28,-0.02,-0.01,0.0
89,29,-0.0,0.0,0.0
89,30,-0.0499,0.02,-0.0399
89,31,-0.02,0.0599,-0.0699
89,32,0.2395,0.1198,-0.0898
89,33,0.2495,0.1497,-0.0699
89,34,0.01,-0.0299,0.0499
89,35,-0.01,-0.0798,-0.0
89,36,-0.2395,0.0699,-0.1397
89,37,-0.1796,0.2096,-0.2096
89,38,-0.0299,-0.0,-0.01
89,39,0.0599,0.02,-0.0
89,40,0.0699,0.0299,-0.02
89,41,0.0,0.01,-0.01
89,42,0.0,-0.0,0.0
89,43,-0.0,-0.0,0.0
89,44,-0.01,-0.01,-0.0
89,45,-0.0,0.0,-0.0
89,46,-0.0,0.0,-0.0
89,47,0.0,0.0,0.0
89,48,0.0,-0.0,0.01
89,49,0.02,-0.0,0.0
89,50,-0.0,0.0,-0.0
89,51,-0.0,-0.0,-0.0
89,52,0.0,-0.0,0.0
89,53,0.0,0.0,-0.0
90,1,0.0502,0.0602,0.0803
90,2,-0.1104,0.2509,0.2609
90,3,0.1204,-0.0401,-0.0201
90,4,0.1706,0.01,0.0401
90,5,-0.0502,-0.0903,-0.1004
90,6,-0.2609,-0.0602,-0.1305
90,7,-0.0502,0.0301,0.0201
90,8,-0.2107,0.2509,0.2308
90,9,0.0,0.01,0.01
90,10,0.0201,0.0,0.01
90,11,0.0201,0.0,0.0
90,12,0.01,-0.0201,-0.0201
90,13,0.01,-0.0,-0.0
90,14,-0.01,0.01,0.01
90,15,-0.0502,0.0301,0.01
90,16,0.0,-0.01,-0.01
90,17,-0.0301,-0.0301,-0.0301
90,18,0.01,0.0,0.0
90,19,0.0,0.01,0.01
90,20,-0.0803,0.0502,0.0301
90,21,-0.0502,-0.01,-0.0201
90,22,-0.01,-0.0,-0.01
90,23,-0.0,0.0,-0.0
90,24,-0.0,-0.0,-0.0
90,25,-0.0,0.0,0.0
90,26,-0.0,-0.0,-0.0
90,27,-0.0502,0.01,-0.0201
90,28,-0.01,0.0,-0.01
90,29,-0.0,0.0,-0.0
90,30,0.0502,-0.0602,0.0803
90,31,-0.1104,-0.2509,0.2609
90,32,0.1204,0.0401,-0.0201
90,33,0.1706,-0.01,0.0401
90,34,-0.0502,0.0903,-0.1004
90,35,-0.2609,0.0702,-0.1305
90,36,-0.0502,-0.0301,0.0201
90,37,-0.2107,-0.2509,0.2308
90,38,0.0,-0.01,0.01
90,39,0.0201,-0.0,0.01
90,40,0.0201,-0.0,0.0
90,41,0.01,0.0201,-0.0201
90,42,0.01,0.0,-0.0
90,43,-0.01,-0.01,0.01
90,44,-0.0502,-0.0301,0.01
90,45,0.0,0.01,-0.01
90,46,-0.0301,0.0301,-0.0301
90,47,0.01,-0.0,0.0
90,48,0.0,-0.01,0.01
90,49,-0.0803,-0.0502,0.0301
90,50,-0.0,-0.0,-0.0
90,51,-0.0,-0.0,0.0
90,52,-0.0,0.0,-0.0
90,53,-0.0,-0.0,0.0
91,1,0.06,0.07,0.0799
91,2,-0.0999,0.2598,0.2698
91,3,0.1099,-0.03,-0.01
91,4,0.1599,0.01,0.04
91,5,-0.05,-0.0899,-0.0999
91,6,-0.2798,-0.06,-0.1299
91,7,-0.04,0.03,0.03
91,8,-0.1999,0.2598,0.2398
91,9,0.0,0.01,0.01
91,10,0.01,-0.0,0.0
91,11,0.03,-0.03,-0.01
91,12,0.0,-0.0,-0.0
91,13,-0.0,-0.0,-0.0
91,14,-0.0,0.0,0.0
91,15,-0.01,0.01,0.0
91,16,0.0,-0.0,-0.0
91,17,-0.01,-0.01,-0.01
91,18,0.0,0.0,0.0
91,19,0.0,0.0,0.0
91,20,-0.01,0.01,0.01
91,21,-0.05,-0.02,-0.03
91,22,-0.0,-0.0,-0.0
91,23,-0.0,0.0,-0.0
91,24,0.0,0.0,0.0
91,25,-0.0,0.0,0.0
91,26,-0.0,-0.0,-0.0
91,27,0.05,-0.02,0.03
91,28,0.0,-0.0,0.0
91,29,-0.0,0.0,-0.0
91,30,-0.06,0.07,-0.0799
91,31,0.0999,0.2598,-0.2698
91,32,-0.1099,-0.03,0.01
91,33,-0.1599,0.01,-0.04
91,34,0.05,-0.0899,0.0999
91,35,0.2798,-0.06,0.1299
91,36,0.04,0.03,-0.03
91,37,0.1999,0.2598,-0.2398
91,38,-0.0,0.01,-0.01
91,39,-0.01,-0.0,-0.0
91,40,-0.03,-0.03,0.01
91,41,-0.0,-0.0,0.0
91,42,0.0,-0.0,0.0
91,43,0.0,0.0,-0.0
91,44,0.01,0.01,-0.0
91,45,-0.0,-0.0,0.0
91,46,0.01,-0.01,0.01
91,47,-0.0,0.0,-0.0
91,48,-0.0,0.0,-0.0
91,49,0.01,0.01,-0.01
91,50,0.0,0.0,0.0
91,51,0.0,0.0,-0.0
91,52,0.0,-0.0,0.0
91,53,0.0,0.0,-0.0
92,1,-0.0201,-0.01,-0.0201
92,2,0.01,-0.0401,-0.0501
92,3,-0.01,0.0,0.0
92,4,-0.0,0.0201,0.0201
92,5,0.0201,0.01,0.01
92,6,0.1003,0.0,0.0201
92,7,-0.01,-0.01,-0.01
92,8,0.01,-0.0401,-0.0401
92,9,0.0,0.01,0.01
92,10,0.01,0.0201,0.0301
92,11,-0.0,0.0501,0.0501
92,12,0.0201,-0.0501,-0.0501
92,13,0.01,-0.0201,-0.01
92,14,-0.0301,0.01,0.0
92,15,-0.2006,0.0802,0.0301
92,16,0.0201,-0.0501,-0.0501
92,17,-0.1906,-0.1504,-0.2006
92,18,0.1404,0.0,0.0401
92,19,0.01,0.0501,0.0501
92,20,-0.4413,0.2608,0.1304
92,21,0.0201,0.0,0.01
