Mode,AtomIndex,dx,dy,dz
39,25,0.0,-0.0,0.0
39,26,0.0,-0.0,0.0
39,27,-0.01,0.0698,0.0598
39,28,0.01,-0.0498,-0.0399
39,29,0.01,-0.0399,-0.0399
39,30,0.0,-0.01,-0.01
39,31,0.0,-0.01,-0.01
39,32,0.01,-0.0498,-0.0399
39,33,0.01,-0.0798,-0.0698
39,34,-0.01,0.0598,0.0598
39,35,-0.0299,0.1396,0.1296
39,36,0.01,-0.0399,-0.0299
39,37,0.01,-0.0598,-0.0498
39,38,0.01,-0.0299,-0.0299
39,39,0.0,-0.01,-0.0
39,40,-0.0299,0.0997,0.1097
39,41,-0.0299,0.0997,0.0997
39,42,-0.0199,0.0798,0.0798
39,43,0.0,0.0,0.0
39,44,0.0498,-0.1894,-0.1894
39,45,0.0199,-0.0498,-0.0498
39,46,0.0498,-0.1695,-0.1695
39,47,-0.0299,0.0997,0.0997
39,48,0.0299,-0.0997,-0.0997
39,49,0.0897,-0.309,-0.2991
39,50,-0.0,0.01,0.01
39,51,-0.0,-0.0,-0.0
39,52,-0.0,-0.0,-0.0
39,53,-0.0,-0.0,0.0
40,1,-0.0299,-0.0399,0.0299
40,2,-0.0599,-0.0998,0.1198
40,3,0.0299,0.0599,-0.0499
40,4,0.0499,0.0998,-0.0499
40,5,0.02,-0.0599,0.02
40,6,0.0399,-0.1398,0.0998
40,7,0.0,-0.0399,-0.0399
40,8,0.02,-0.1198,-0.0299
40,9,-0.0299,0.0499,-0.0898
40,10,0.0399,0.0499,0.0699
40,11,-0.0399,0.0299,0.2496
40,12,-0.02,-0.0599,0.0799
40,13,-0.0599,0.02,-0.01
40,14,-0.02,0.1098,-0.0699
40,15,-0.0399,0.0499,-0.01
40,16,-0.0799,-0.0998,0.1098
40,17,-0.1398,-0.2595,0.2496
40,18,0.0299,0.1298,-0.1198
40,19,0.0,-0.0399,0.0299
40,20,-0.01,-0.0399,0.0299
40,21,-0.0399,-0.0399,-0.01
40,22,0.1298,0.0499,0.0699
40,23,0.01,0.0399,-0.01
40,24,-0.0399,-0.0898,-0.0699
40,25,-0.02,0.0,0.01
40,26,0.02,-0.01,0.0299
40,27,-0.0399,0.0399,-0.0
40,28,0.1298,-0.0499,0.0699
40,29,-0.0399,0.0898,-0.0699
40,30,-0.0299,0.0399,0.0299
40,31,-0.0599,0.0998,0.1198
40,32,0.0299,-0.0599,-0.0499
40,33,0.0499,-0.0998,-0.0599
40,34,0.02,0.0599,0.0299
40,35,0.0299,0.1398,0.0998
40,36,0.0,0.0399,-0.0399
40,37,0.02,0.1198,-0.0299
40,38,-0.0299,-0.0599,-0.0998
40,39,0.0399,-0.0499,0.0699
40,40,-0.0399,-0.0299,0.2595
40,41,-0.02,0.0599,0.0799
40,42,-0.0599,-0.02,-0.01
40,43,-0.01,-0.1198,-0.0699
40,44,-0.0399,-0.0599,-0.01
40,45,-0.0799,0.0998,0.1198
40,46,-0.1398,0.2695,0.2496
40,47,0.0399,-0.1298,-0.1198
40,48,0.0,0.0499,0.0299
40,49,-0.01,0.0399,0.0299
40,50,0.01,-0.0399,-0.01
40,51,-0.02,-0.0,0.01
40,52,0.02,0.01,0.0299
40,53,0.02,0.0,-0.01
41,1,0.01,0.0501,-0.0501
41,2,0.03,0.1802,-0.1602
41,3,-0.01,-0.0801,0.0701
41,4,-0.02,-0.1001,0.1001
41,5,0.01,0.0501,-0.0501
41,6,0.03,0.1502,-0.1502
41,7,-0.0,-0.0,-0.0
41,8,0.02,0.0701,-0.0701
41,9,-0.02,-0.1101,0.1001
41,10,0.01,0.01,-0.01
41,11,0.0601,0.2103,-0.2003
41,12,0.03,0.0901,-0.0901
41,13,-0.0,0.0,-0.0
41,14,-0.03,-0.0901,0.0901
41,15,-0.01,-0.0401,0.0401
41,16,0.03,0.1101,-0.1101
41,17,0.0701,0.2604,-0.2604
41,18,-0.03,-0.1302,0.1302
41,19,0.01,0.03,-0.03
41,20,-0.0,0.01,-0.0
41,21,0.0,0.02,-0.02
41,22,-0.0,-0.0401,0.0401
41,23,-0.01,-0.03,0.03
41,24,-0.0,0.0,-0.0
41,25,0.0,0.01,-0.01
41,26,0.0,0.02,-0.01
41,27,-0.0,0.02,0.02
41,28,-0.0,-0.0401,-0.0401
41,29,0.0,-0.0,0.01
41,30,-0.01,0.0501,0.0501
41,31,-0.03,0.1802,0.1602
41,32,0.01,-0.0701,-0.0701
41,33,0.02,-0.1001,-0.0901
41,34,-0.01,0.0501,0.0501
41,35,-0.03,0.1502,0.1402
41,36,0.0,-0.0,0.0
41,37,-0.02,0.0701,0.0701
41,38,0.02,-0.1001,-0.0901
41,39,-0.01,0.01,0.01
41,40,-0.0601,0.2103,0.1903
41,41,-0.03,0.0901,0.0901
41,42,0.01,0.0,0.0
41,43,0.03,-0.0801,-0.0901
41,44,0.01,-0.0401,-0.0401
41,45,-0.03,0.1101,0.1101
41,46,-0.0601,0.2503,0.2503
41,47,0.03,-0.1202,-0.1302
41,48,-0.01,0.03,0.03
41,49,0.0,0.01,0.0
41,50,0.01,-0.03,-0.03
41,51,-0.0,0.01,0.01
41,52,-0.0,0.02,0.01
41,53,-0.0,0.0,-0.0
42,1,-0.02,0.05,-0.05
42,2,-0.01,0.1999,-0.1499
42,3,0.01,-0.07,0.07
42,4,0.02,-0.07,0.11
42,5,0.04,0.03,-0.05
42,6,0.09,0.1199,-0.1499
42,7,-0.0,-0.04,-0.04
42,8,0.04,-0.01,-0.1499
42,9,-0.07,-0.1199,0.06
42,10,0.06,0.08,0.04
42,11,0.06,0.3898,-0.08
42,12,0.03,0.07,-0.05
42,13,-0.06,0.02,-0.01
42,14,-0.05,-0.01,0.05
42,15,-0.05,0.0,0.05
42,16,-0.03,0.06,-0.04
42,17,-0.04,0.11,-0.1199
42,18,-0.01,-0.06,0.06
42,19,0.03,0.01,-0.02
42,20,0.0,-0.02,0.02
42,21,-0.04,-0.01,-0.03
42,22,0.1199,-0.02,0.1499
42,23,-0.0,-0.0,0.03
42,24,-0.04,-0.09,-0.08
42,25,-0.02,0.01,-0.0
42,26,0.02,0.02,0.01
42,27,-0.04,0.01,-0.03
42,28,0.1199,0.02,0.1499
42,29,-0.04,0.09,-0.08
42,30,-0.02,-0.05,-0.05
42,31,-0.01,-0.1999,-0.1499
42,32,0.01,0.07,0.07
42,33,0.02,0.07,0.11
42,34,0.04,-0.03,-0.05
42,35,0.09,-0.1299,-0.1499
42,36,-0.0,0.04,-0.04
42,37,0.04,0.01,-0.1499
42,38,-0.07,0.1199,0.06
42,39,0.06,-0.08,0.04
42,40,0.06,-0.3998,-0.08
42,41,0.03,-0.07,-0.05
42,42,-0.06,-0.02,-0.01
42,43,-0.05,0.01,0.06
42,44,-0.05,-0.0,0.05
42,45,-0.03,-0.06,-0.04
42,46,-0.04,-0.11,-0.1199
42,47,-0.01,0.06,0.07
42,48,0.03,-0.01,-0.02
42,49,0.0,0.02,0.02
42,50,-0.0,0.0,0.03
42,51,-0.02,-0.01,-0.0
42,52,0.02,-0.02,0.01
42,53,0.01,0.0,-0.02
43,1,-0.03,-0.0,0.01
43,2,-0.08,0.02,0.07
43,3,0.05,0.01,0.01
43,4,0.06,0.02,0.03
43,5,0.05,-0.01,-0.0
43,6,0.1,-0.03,0.01
43,7,-0.02,-0.06,-0.06
43,8,0.03,-0.1499,-0.1
43,9,-0.06,-0.01,-0.06
43,10,0.1,0.12,0.1599
43,11,-0.0,0.2799,0.3299
43,12,0.0,0.02,0.02
43,13,-0.07,0.01,-0.01
43,14,-0.01,0.03,0.02
43,15,-0.02,0.03,0.03
43,16,-0.01,-0.01,-0.01
43,17,-0.05,-0.03,-0.03
43,18,0.01,-0.01,-0.01
43,19,0.01,-0.04,-0.03
43,20,0.01,-0.04,-0.03
43,21,-0.06,-0.04,-0.07
43,22,0.2199,0.11,0.1599
43,23,-0.01,0.03,0.03
43,24,-0.05,-0.1599,-0.1699
43,25,-0.07,0.01,-0.0
43,26,0.03,0.02,0.03
43,27,0.06,-0.04,0.07
43,28,-0.2199,0.1,-0.1599
43,29,0.05,-0.1599,0.1699
43,30,0.03,-0.0,-0.01
43,31,0.08,0.02,-0.07
43,32,-0.05,0.01,-0.01
43,33,-0.06,0.02,-0.03
43,34,-0.05,-0.01,0.0
43,35,-0.1,-0.03,-0.01
43,36,0.02,-0.06,0.06
43,37,-0.03,-0.1499,0.1
43,38,0.06,-0.01,0.06
43,39,-0.1,0.12,-0.1599
43,40,0.0,0.2799,-0.3299
43,41,-0.0,0.02,-0.02
43,42,0.07,0.01,0.01
43,43,0.01,0.03,-0.02
43,44,0.02,0.03,-0.03
43,45,0.01,-0.01,0.01
43,46,0.05,-0.03,0.03
43,47,-0.01,-0.01,0.01
43,48,-0.01,-0.04,0.03
43,49,-0.01,-0.04,0.03
43,50,0.01,0.03,-0.03
43,51,0.07,0.01,0.0
43,52,-0.03,0.02,-0.03
43,53,-0.0,0.01,-0.0
44,1,0.0199,-0.0697,-0.0299
44,2,-0.01,-0.0896,0.0299
44,3,0.0896,-0.0299,-0.0697
44,4,0.0995,-0.0199,-0.0796
44,5,0.0597,-0.0398,0.0199
44,6,-0.0199,-0.0697,0.0498
44,7,0.0498,0.0199,0.01
44,8,0.0796,-0.0597,-0.01
44,9,-0.0299,0.0597,-0.01
44,10,-0.1095,0.0398,0.0597
44,11,-0.0896,-0.01,0.0299
44,12,-0.0597,0.1394,0.0498
44,13,0.0199,0.0697,0.0398
44,14,0.0498,0.0796,0.1394
44,15,0.0199,0.0697,0.1593
44,16,0.0299,0.0995,0.0597
44,17,0.0498,0.1095,0.0597
44,18,-0.01,0.0199,0.0498
44,19,-0.0299,0.0896,0.0796
44,20,-0.0398,0.0498,0.1095
44,21,0.01,-0.0398,-0.0299
44,22,-0.1493,0.0498,0.0498
44,23,0.0199,-0.1394,-0.1194
44,24,0.0498,-0.1692,-0.1493
44,25,0.2289,-0.0697,-0.01
44,26,-0.219,-0.0597,-0.1194
44,27,0.01,0.0398,-0.0299
44,28,-0.1493,-0.0498,0.0498
44,29,0.0498,0.1692,-0.1493
44,30,0.0199,0.0697,-0.0299
44,31,-0.01,0.0896,0.0299
44,32,0.0896,0.0299,-0.0697
44,33,0.0995,0.0199,-0.0796
44,34,0.0597,0.0398,0.0199
44,35,-0.0199,0.0697,0.0498
44,36,0.0498,-0.0199,0.01
44,37,0.0796,0.0597,-0.01
44,38,-0.0299,-0.0597,-0.01
44,39,-0.1095,-0.0398,0.0597
44,40,-0.0896,0.01,0.0299
44,41,-0.0597,-0.1294,0.0498
44,42,0.0199,-0.0697,0.0398
44,43,0.0498,-0.0796,0.1394
44,44,0.0199,-0.0697,0.1593
44,45,0.0299,-0.0995,0.0597
44,46,0.0498,-0.1095,0.0597
44,47,-0.01,-0.0199,0.0498
44,48,-0.0299,-0.0896,0.0796
44,49,-0.0398,-0.0498,0.1095
44,50,0.0199,0.1394,-0.1194
44,51,0.2289,0.0697,-0.01
44,52,-0.219,0.0597,-0.1194
44,53,-0.01,-0.0,0.0299
45,1,0.0099,-0.0696,-0.0199
45,2,-0.0099,-0.1193,0.0497
45,3,0.0795,-0.0199,-0.0795
45,4,0.0895,-0.0099,-0.0795
45,5,0.0497,-0.0398,0.0199
45,6,-0.0298,-0.0895,0.0696
45,7,0.0497,0.0199,0.0099
45,8,0.0696,-0.0597,0.0099
45,9,-0.0199,0.0696,-0.0199
45,10,-0.0994,0.0199,0.0497
45,11,-0.0795,-0.0199,0.0099
45,12,-0.0597,0.1293,0.0298
45,13,0.0199,0.0696,0.0199
45,14,0.0597,0.0597,0.1293
45,15,0.0398,0.0398,0.1591
45,16,0.0398,0.0994,0.0696
45,17,0.0696,0.1293,0.0795
45,18,-0.0099,0.0199,0.0597
45,19,-0.0298,0.0895,0.0795
45,20,-0.0497,0.0497,0.1293
45,21,0.0099,-0.0298,-0.0199
45,22,-0.1492,0.0298,0.0497
45,23,0.0199,-0.1392,-0.1193
45,24,0.0398,-0.1591,-0.1392
45,25,0.2287,-0.0696,-0.0199
45,26,-0.2188,-0.0597,-0.1193
45,27,-0.0099,-0.0298,0.0199
45,28,0.1492,0.0298,-0.0497
45,29,-0.0398,-0.1591,0.1392
45,30,-0.0099,-0.0696,0.0199
45,31,0.0099,-0.1193,-0.0497
45,32,-0.0795,-0.0199,0.0795
45,33,-0.0895,-0.0099,0.0795
45,34,-0.0497,-0.0398,-0.0199
45,35,0.0298,-0.0895,-0.0696
45,36,-0.0497,0.0199,-0.0099
45,37,-0.0696,-0.0597,-0.0099
45,38,0.0199,0.0696,0.0199
45,39,0.0994,0.0199,-0.0497
45,40,0.0795,-0.0199,-0.0099
45,41,0.0597,0.1293,-0.0298
45,42,-0.0199,0.0696,-0.0199
45,43,-0.0597,0.0597,-0.1293
45,44,-0.0398,0.0398,-0.1591
45,45,-0.0398,0.0994,-0.0696
45,46,-0.0696,0.1293,-0.0795
45,47,0.0099,0.0199,-0.0597
45,48,0.0298,0.0895,-0.0795
45,49,0.0497,0.0497,-0.1293
45,50,-0.0199,-0.1392,0.1193
45,51,-0.2287,-0.0696,0.0199
45,52,0.2188,-0.0597,0.1193
45,53,0.0,0.0398,0.0
46,1,-0.0199,-0.0695,0.0695
46,2,-0.0596,-0.2483,0.2384
46,3,0.0199,0.0993,-0.0795
46,4,0.0199,0.1093,-0.0894
46,5,-0.0099,-0.0596,0.0596
46,6,-0.0298,-0.2284,0.2086
46,7,-0.0,0.0199,-0.0298
46,8,-0.0199,-0.1093,0.0795
46,9,0.0199,0.1192,-0.1192
46,10,-0.0,-0.0497,0.0795
46,11,-0.0099,-0.0,0.0795
46,12,0.0397,0.0993,-0.1093
46,13,0.0099,0.0695,-0.0795
46,14,-0.0199,-0.0795,0.0497
46,15,-0.0397,-0.1391,0.1291
46,16,0.0199,0.0497,-0.0795
46,17,0.0199,0.0695,-0.1093
46,18,-0.0099,-0.0795,0.0596
46,19,0.0099,-0.0099,-0.0298
46,20,-0.0199,-0.1192,0.0795
46,21,-0.0099,0.0099,-0.0199
46,22,0.0099,-0.0795,0.0993
46,23,-0.0099,0.0,0.0397
46,24,-0.0099,-0.0199,0.0199
46,25,-0.0397,0.0199,-0.0099
46,26,0.0397,0.0199,0.0099
46,27,-0.0099,-0.0099,-0.0199
46,28,0.0099,0.0795,0.0993
46,29,-0.0099,0.0199,0.0199
46,30,-0.0199,0.0695,0.0695
46,31,-0.0596,0.2483,0.2384
46,32,0.0199,-0.0993,-0.0795
46,33,0.0199,-0.1093,-0.0894
46,34,-0.0099,0.0596,0.0596
46,35,-0.0298,0.2284,0.2086
46,36,-0.0,-0.0199,-0.0298
46,37,-0.0199,0.1093,0.0795
46,38,0.0199,-0.1192,-0.1192
46,39,-0.0,0.0497,0.0795
46,40,-0.0099,0.0,0.0795
46,41,0.0397,-0.0993,-0.1093
46,42,0.0099,-0.0695,-0.0795
46,43,-0.0199,0.0795,0.0497
46,44,-0.0397,0.1391,0.1291
46,45,0.0199,-0.0497,-0.0795
46,46,0.0199,-0.0695,-0.1093
46,47,-0.0099,0.0795,0.0596
46,48,0.0099,0.0099,-0.0298
46,49,-0.0199,0.1192,0.0795
46,50,-0.0099,-0.0,0.0397
46,51,-0.0397,-0.0199,-0.0099
46,52,0.0397,-0.0199,0.0099
46,53,-0.0,0.0,-0.0099
47,1,-0.01,-0.0699,0.0699
47,2,-0.0499,-0.2595,0.2396
47,3,0.01,0.0998,-0.0898
47,4,0.01,0.1098,-0.0998
47,5,-0.02,-0.0599,0.0699
47,6,-0.0499,-0.2296,0.2196
47,7,0.0,0.0299,-0.02
47,8,-0.0299,-0.0799,0.0898
47,9,0.0299,0.1298,-0.1098
47,10,-0.01,-0.0699,0.0599
47,11,-0.01,-0.0699,0.0599
47,12,0.0299,0.0898,-0.1098
47,13,0.02,0.0599,-0.0699
47,14,-0.02,-0.0799,0.0399
47,15,-0.0499,-0.1497,0.1098
47,16,0.02,0.0399,-0.0799
47,17,0.02,0.0699,-0.0998
47,18,-0.02,-0.0699,0.0499
47,19,0.0,-0.01,-0.02
47,20,-0.02,-0.1198,0.0799
47,21,0.0,0.01,-0.0
47,22,-0.01,-0.0799,0.0699
47,23,-0.01,0.0,0.0399
47,24,-0.01,0.01,0.0499
47,25,-0.0299,0.02,-0.0
47,26,0.0399,0.02,0.01
47,27,-0.0,0.01,0.0
47,28,0.01,-0.0799,-0.0699
47,29,0.01,0.01,-0.0499
47,30,0.01,-0.0699,-0.0699
47,31,0.0499,-0.2595,-0.2396
47,32,-0.01,0.0998,0.0898
47,33,-0.01,0.1098,0.0998
47,34,0.02,-0.0599,-0.0699
47,35,0.0499,-0.2296,-0.2196
47,36,-0.0,0.0299,0.02
47,37,0.0299,-0.0799,-0.0898
47,38,-0.0299,0.1298,0.1098
47,39,0.01,-0.0699,-0.0599
47,40,0.01,-0.0699,-0.0599
47,41,-0.0299,0.0898,0.1098
47,42,-0.02,0.0599,0.0699
47,43,0.02,-0.0799,-0.0399
47,44,0.0499,-0.1497,-0.1098
47,45,-0.02,0.0399,0.0799
47,46,-0.02,0.0599,0.0998
47,47,0.02,-0.0699,-0.0499
47,48,-0.0,-0.01,0.02
47,49,0.02,-0.1198,-0.0799
47,50,0.01,0.0,-0.0399
47,51,0.0299,0.02,0.0
47,52,-0.0399,0.02,-0.01
47,53,0.0,-0.0,-0.0
48,1,0.02,-0.0499,-0.0698
48,2,-0.01,0.0299,-0.0499
48,3,0.1197,-0.0798,-0.0399
48,4,0.1098,-0.0798,-0.0499
48,5,0.0698,0.02,0.02
48,6,-0.0299,0.0499,-0.01
48,7,0.0399,0.02,0.0399
48,8,0.0998,-0.0299,-0.0399
48,9,-0.0798,0.0299,0.0499
48,10,-0.1197,0.0998,0.0599
48,11,-0.1098,0.0698,0.0499
48,12,-0.0998,0.0798,0.0698
48,13,0.0499,0.0399,0.0698
48,14,0.0399,0.01,0.02
48,15,-0.1397,0.0998,0.0299
48,16,0.0698,-0.1596,-0.1297
48,17,0.01,-0.1896,-0.1896
48,18,-0.02,-0.0898,-0.0998
48,19,-0.0599,-0.0998,-0.1098
48,20,0.0998,-0.1497,-0.1497
48,21,-0.01,-0.0599,-0.0499
48,22,-0.1497,0.1098,0.0399
48,23,-0.01,0.0599,0.0499
48,24,0.0698,-0.0299,-0.02
48,25,-0.0798,0.0399,0.02
48,26,0.1397,0.01,0.0499
48,27,-0.01,0.0599,-0.0499
48,28,-0.1497,-0.1098,0.0399
48,29,0.0698,0.0299,-0.02
48,30,0.02,0.0399,-0.0698
48,31,-0.01,-0.0299,-0.0499
48,32,0.1197,0.0798,-0.0399
48,33,0.1098,0.0798,-0.0499
48,34,0.0698,-0.02,0.02
48,35,-0.02,-0.0499,-0.01
48,36,0.0399,-0.02,0.0399
48,37,0.0998,0.0299,-0.0399
48,38,-0.0798,-0.0299,0.0499
48,39,-0.1197,-0.0998,0.0599
48,40,-0.1098,-0.0698,0.0499
48,41,-0.0998,-0.0798,0.0698
48,42,0.0499,-0.0399,0.0698
48,43,0.0399,-0.01,0.02
48,44,-0.1397,-0.0998,0.0299
48,45,0.0698,0.1596,-0.1297
48,46,0.01,0.1896,-0.1796
48,47,-0.02,0.0898,-0.0998
48,48,-0.0599,0.0998,-0.1098
48,49,0.0998,0.1497,-0.1497
48,50,-0.01,-0.0599,0.0499
48,51,-0.0798,-0.0399,0.02
48,52,0.1397,-0.01,0.0499
48,53,-0.01,0.0,0.02
49,1,0.02,-0.06,-0.08
49,2,-0.01,-0.0,-0.07
49,3,0.12,-0.09,-0.05
49,4,0.12,-0.08,-0.06
49,5,0.07,0.01,0.01
49,6,-0.05,0.04,-0.01
49,7,0.07,0.03,0.06
49,8,0.11,-0.02,-0.02
49,9,-0.07,0.04,0.06
49,10,-0.1499,0.08,0.03
49,11,-0.1299,0.04,-0.02
49,12,-0.1,0.09,0.06
49,13,0.06,0.05,0.07
49,14,0.03,0.01,0.02
49,15,-0.1599,0.1,0.04
49,16,0.06,-0.1499,-0.1399
49,17,-0.0,-0.1799,-0.1799
49,18,-0.03,-0.08,-0.09
49,19,-0.06,-0.08,-0.1
49,20,0.1,-0.1499,-0.1299
49,21,-0.0,-0.04,-0.04
49,22,-0.1799,0.08,0.02
49,23,-0.0,0.05,0.05
49,24,0.08,-0.02,0.0
49,25,-0.06,0.04,0.02
49,26,0.1299,0.01,0.04
49,27,0.0,-0.04,0.04
49,28,0.1799,0.08,-0.02
49,29,-0.08,-0.02,-0.0
49,30,-0.02,-0.06,0.08
49,31,0.01,-0.0,0.07
49,32,-0.12,-0.09,0.05
49,33,-0.12,-0.08,0.06
49,34,-0.07,0.01,-0.01
49,35,0.05,0.04,0.01
49,36,-0.07,0.03,-0.06
49,37,-0.11,-0.02,0.02
49,38,0.07,0.04,-0.06
49,39,0.1499,0.08,-0.03
49,40,0.1299,0.04,0.02
49,41,0.1,0.09,-0.06
49,42,-0.06,0.05,-0.07
49,43,-0.03,0.01,-0.02
49,44,0.1599,0.1,-0.04
49,45,-0.06,-0.1499,0.1399
49,46,0.0,-0.1799,0.1799
49,47,0.03,-0.08,0.09
49,48,0.06,-0.08,0.1
49,49,-0.1,-0.1499,0.1299
49,50,0.0,0.05,-0.05
49,51,0.06,0.04,-0.02
49,52,-0.1299,0.01,-0.04
49,53,-0.0,0.02,-0.0
50,1,0.0595,-0.0,0.0
50,2,-0.0,0.0695,0.0595
50,3,0.0595,-0.0,0.0198
50,4,0.0099,-0.0595,-0.0496
50,5,0.0,0.0794,0.0794
50,6,0.0198,0.0794,0.0695
50,7,-0.0794,0.0,-0.0099
50,8,-0.0298,-0.0595,-0.0794
50,9,-0.0496,-0.0099,-0.0198
50,10,0.0397,0.0695,0.0794
50,11,-0.0099,0.1389,0.1389
50,12,-0.0695,-0.0496,-0.0595
50,13,-0.0397,-0.0595,-0.0695
50,14,0.1389,-0.0496,-0.0099
50,15,0.3175,-0.129,-0.0298
50,16,0.1587,0.0099,0.0595
50,17,0.2282,0.0397,0.1091
50,18,0.0397,0.0198,0.0298
50,19,-0.0992,-0.0298,-0.0595
50,20,-0.2282,0.0298,-0.0298
50,21,-0.0099,-0.0794,-0.0893
50,22,0.0397,0.0595,0.0595
50,23,0.0,-0.0298,-0.0198
50,24,-0.0992,0.1091,0.0794
50,25,0.0099,-0.0298,-0.0298
50,26,-0.0595,-0.0099,-0.0198
50,27,-0.0099,0.0794,-0.0893
50,28,0.0397,-0.0595,0.0595
50,29,-0.0992,-0.1091,0.0794
50,30,0.0595,0.0,0.0
50,31,-0.0,-0.0695,0.0595
50,32,0.0595,0.0,0.0198
50,33,0.0099,0.0595,-0.0496
50,34,0.0,-0.0794,0.0794
50,35,0.0198,-0.0794,0.0695
50,36,-0.0794,-0.0,-0.0099
50,37,-0.0298,0.0595,-0.0794
50,38,-0.0496,0.0099,-0.0198
50,39,0.0397,-0.0695,0.0794
50,40,-0.0099,-0.1389,0.1389
50,41,-0.0695,0.0496,-0.0595
50,42,-0.0397,0.0595,-0.0695
50,43,0.1389,0.0496,-0.0099
50,44,0.3175,0.129,-0.0298
50,45,0.1587,-0.0099,0.0595
50,46,0.2183,-0.0397,0.1091
50,47,0.0397,-0.0198,0.0298
50,48,-0.0992,0.0298,-0.0595
50,49,-0.2282,-0.0298,-0.0298
50,50,0.0,0.0298,-0.0198
50,51,0.0099,0.0298,-0.0298
50,52,-0.0595,0.0099,-0.0198
50,53,-0.0099,0.0,-0.0099
51,1,0.0603,-0.0201,-0.0201
51,2,0.0,0.0603,0.0402
51,3,0.0904,-0.0201,0.0
51,4,0.0402,-0.0804,-0.0703
51,5,0.01,0.0804,0.0904
51,6,-0.01,0.0904,0.0804
51,7,-0.0603,0.0201,0.01
51,8,-0.01,-0.0603,-0.0603
51,9,-0.0804,0.01,-0.0
51,10,-0.01,0.0703,0.0603
51,11,-0.0502,0.1406,0.1105
51,12,-0.0703,-0.0402,-0.0703
51,13,-0.0301,-0.0703,-0.0804
51,14,0.1205,-0.0703,-0.0402
51,15,0.2913,-0.1507,-0.0703
51,16,0.1306,0.01,0.0502
51,17,0.221,0.0502,0.1105
51,18,0.0201,0.0201,0.0301
51,19,-0.1105,-0.01,-0.0502
51,20,-0.2411,0.0402,-0.0201
51,21,-0.01,-0.0804,-0.0904
51,22,0.0201,0.0502,0.0502
51,23,0.0,-0.0201,-0.0201
51,24,-0.0804,0.1306,0.1105
51,25,0.0201,-0.0301,-0.0201
51,26,-0.0402,-0.01,-0.0201
51,27,0.01,-0.0804,0.0904
51,28,-0.0201,0.0502,-0.0502
51,29,0.0804,0.1306,-0.1105
51,30,-0.0603,-0.0201,0.0201
51,31,-0.0,0.0603,-0.0402
51,32,-0.0904,-0.0201,-0.0
51,33,-0.0402,-0.0804,0.0703
51,34,-0.01,0.0804,-0.0904
51,35,0.01,0.0904,-0.0804
51,36,0.0603,0.0201,-0.01
51,37,0.01,-0.0603,0.0603
51,38,0.0804,0.01,0.0
51,39,0.01,0.0703,-0.0603
51,40,0.0502,0.1406,-0.1105
51,41,0.0703,-0.0402,0.0703
51,42,0.0301,-0.0703,0.0804
51,43,-0.1205,-0.0703,0.0402
51,44,-0.2913,-0.1507,0.0703
51,45,-0.1306,0.01,-0.0502
51,46,-0.221,0.0502,-0.1105
51,47,-0.0201,0.0201,-0.0301
51,48,0.1105,-0.01,0.0502
51,49,0.2411,0.0402,0.0201
51,50,-0.0,-0.0201,0.0201
51,51,-0.0201,-0.0301,0.0201
51,52,0.0402,-0.01,0.0201
51,53,-0.0,-0.01,0.0
52,1,0.149,-0.0298,0.0099
52,2,0.0695,0.0795,0.0894
52,3,0.1093,-0.0,0.0199
52,4,-0.0099,-0.1192,-0.159
52,5,-0.0298,0.149,0.1689
52,6,-0.0298,0.159,0.159
52,7,-0.1292,0.0397,0.0099
52,8,-0.0695,-0.0298,-0.0894
52,9,-0.0695,-0.0099,-0.0199
52,10,-0.0596,0.0099,-0.0099
52,11,-0.0695,0.0397,0.0
52,12,0.0596,0.0,0.0199
52,13,0.0596,-0.0596,-0.0397
52,14,-0.1192,-0.1192,-0.149
52,15,-0.1391,-0.1093,-0.149
52,16,-0.149,0.0199,-0.0199
52,17,-0.0596,0.0695,0.0497
52,18,-0.0894,0.0397,0.0099
52,19,0.0397,0.0894,0.0994
52,20,0.0695,0.0795,0.0994
52,21,0.0298,-0.1292,-0.1192
52,22,0.0099,-0.0298,-0.0199
52,23,-0.0099,0.0,0.0
52,24,0.0795,-0.0397,-0.0099
52,25,0.0497,0.0298,0.0397
52,26,0.0596,-0.0199,-0.0099
52,27,0.0298,0.1292,-0.1292
52,28,0.0099,0.0298,-0.0199
52,29,0.0795,0.0397,-0.0099
52,30,0.149,0.0298,0.0099
52,31,0.0695,-0.0795,0.0894
52,32,0.1093,0.0,0.0199
52,33,-0.0099,0.1192,-0.159
52,34,-0.0298,-0.149,0.1689
52,35,-0.0298,-0.159,0.159
52,36,-0.1391,-0.0397,0.0099
52,37,-0.0695,0.0298,-0.0894
52,38,-0.0695,0.0099,-0.0199
52,39,-0.0596,-0.0099,-0.0099
52,40,-0.0695,-0.0397,0.0
52,41,0.0596,-0.0,0.0199
52,42,0.0596,0.0596,-0.0397
52,43,-0.1192,0.1192,-0.149
52,44,-0.149,0.1093,-0.149
52,45,-0.149,-0.0199,-0.0199
52,46,-0.0596,-0.0695,0.0497
52,47,-0.0894,-0.0397,0.0099
52,48,0.0397,-0.0894,0.0994
52,49,0.0695,-0.0795,0.0994
52,50,-0.0099,-0.0,0.0
52,51,0.0497,-0.0298,0.0397
52,52,0.0596,0.0199,-0.0099
52,53,-0.0099,-0.0,0.0099
53,1,-0.1301,0.02,0.0
53,2,-0.06,-0.06,-0.08
53,3,-0.1001,0.01,-0.02
