Mode,AtomIndex,dx,dy,dz
37,25,0.01,-0.0,0.0
37,26,-0.0,-0.01,0.01
37,27,0.03,0.05,0.05
37,28,0.04,0.08,0.07
37,29,-0.02,-0.05,-0.04
37,30,-0.08,-0.1799,-0.14
37,31,-0.0,-0.01,-0.0
37,32,-0.02,-0.04,-0.04
37,33,-0.03,-0.07,-0.06
37,34,-0.09,-0.1999,-0.1599
37,35,0.03,0.06,0.05
37,36,-0.0,-0.01,-0.01
37,37,0.0,0.01,0.0
37,38,0.01,0.02,0.02
37,39,0.02,0.05,0.05
37,40,0.03,0.06,0.06
37,41,-0.03,-0.09,-0.07
37,42,-0.04,-0.1,-0.09
37,43,-0.12,-0.2599,-0.2399
37,44,0.06,0.13,0.12
37,45,-0.03,-0.07,-0.06
37,46,-0.08,-0.1799,-0.1599
37,47,0.05,0.1,0.08
37,48,-0.02,-0.05,-0.04
37,49,0.01,0.02,0.02
37,50,-0.02,-0.04,-0.04
37,51,-0.01,-0.0,-0.0
37,52,0.0,-0.01,-0.01
37,53,0.0,0.01,0.0
38,1,0.01,-0.0201,0.01
38,2,0.0301,-0.1105,0.0703
38,3,0.0301,-0.0502,0.0301
38,4,0.0603,-0.1205,0.0803
38,5,-0.0301,0.0703,-0.0703
38,6,-0.0502,0.1406,-0.1205
38,7,0.0201,-0.0603,0.0502
38,8,0.0703,-0.1506,0.1406
38,9,-0.0201,0.0,-0.0
38,10,0.0,-0.0301,0.01
38,11,0.0,-0.0603,0.01
38,12,-0.0301,0.0603,-0.0703
38,13,-0.0201,-0.0201,-0.0
38,14,0.0201,-0.1305,0.0904
38,15,-0.0201,-0.0703,0.0301
38,16,-0.0904,0.1105,-0.1205
38,17,-0.1908,0.2812,-0.2611
38,18,0.0603,-0.1406,0.1205
38,19,-0.01,0.0301,-0.0402
38,20,-0.0201,0.0402,-0.0502
38,21,-0.0603,0.1205,-0.0904
38,22,-0.0,0.0301,-0.0301
38,23,0.0201,-0.0201,0.0201
38,24,-0.0402,0.0402,-0.0301
38,25,0.01,0.01,-0.01
38,26,0.0,0.0201,-0.01
38,27,-0.0301,-0.0703,-0.0703
38,28,-0.0502,-0.1406,-0.1205
38,29,0.01,0.0201,0.01
38,30,0.0301,0.1105,0.0703
38,31,0.0301,0.0502,0.0301
38,32,0.0603,0.1205,0.0803
38,33,0.0201,0.0603,0.0502
38,34,0.0703,0.1506,0.1406
38,35,-0.0201,-0.0,-0.0
38,36,0.0,0.0301,0.01
38,37,0.0,0.0603,0.01
38,38,-0.0301,-0.0603,-0.0703
38,39,-0.0201,0.0201,-0.0
38,40,0.0201,0.1305,0.0904
38,41,-0.0201,0.0703,0.0301
38,42,-0.0904,-0.1105,-0.1205
38,43,-0.1908,-0.2812,-0.2611
38,44,0.0603,0.1406,0.1205
38,45,-0.01,-0.0301,-0.0402
38,46,-0.0201,-0.0402,-0.0502
38,47,-0.0603,-0.1205,-0.0904
38,48,-0.0,-0.0301,-0.0301
38,49,0.0201,0.0201,0.0201
38,50,-0.0402,-0.0402,-0.0301
38,51,0.01,-0.01,-0.01
38,52,0.0,-0.0201,-0.01
38,53,0.0703,-0.0,0.0803
39,1,-0.0,0.0301,-0.0201
39,2,-0.0603,0.1406,-0.1205
39,3,-0.01,0.0502,-0.0402
39,4,-0.0603,0.1406,-0.1105
39,5,0.0402,-0.1005,0.0603
39,6,0.0703,-0.1607,0.1105
39,7,-0.0402,0.0804,-0.0703
39,8,-0.1005,0.221,-0.1808
39,9,0.01,-0.0402,0.0301
39,10,-0.0301,0.0201,-0.0301
39,11,-0.0301,0.0301,-0.0402
39,12,0.0402,-0.0904,0.0502
39,13,-0.01,-0.0301,-0.01
39,14,-0.0703,0.0603,-0.1005
39,15,-0.0703,0.0201,-0.0804
39,16,0.0201,-0.1205,0.0904
39,17,0.0603,-0.2411,0.211
39,18,-0.0502,0.1005,-0.1005
39,19,0.0201,-0.0301,0.01
39,20,0.01,-0.0,-0.01
39,21,0.0703,-0.1507,0.1205
39,22,-0.0,-0.01,0.0
39,23,-0.0,0.0301,-0.01
39,24,-0.0,-0.01,0.0301
39,25,0.0301,0.0,-0.0
39,26,-0.0,-0.01,0.0201
39,27,-0.0402,-0.1005,-0.0603
39,28,-0.0703,-0.1607,-0.1105
39,29,0.0,0.0301,0.0201
39,30,0.0603,0.1406,0.1205
39,31,0.01,0.0502,0.0402
39,32,0.0603,0.1406,0.1105
39,33,0.0402,0.0804,0.0703
39,34,0.1005,0.221,0.1808
39,35,-0.01,-0.0402,-0.0301
39,36,0.0301,0.0201,0.0301
39,37,0.0301,0.0301,0.0402
39,38,-0.0402,-0.0904,-0.0502
39,39,0.01,-0.0301,0.01
39,40,0.0703,0.0603,0.1005
39,41,0.0703,0.0201,0.0804
39,42,-0.0201,-0.1306,-0.0904
39,43,-0.0603,-0.2411,-0.211
39,44,0.0502,0.1005,0.1005
39,45,-0.0201,-0.0301,-0.01
39,46,-0.01,-0.0,0.01
39,47,-0.0703,-0.1507,-0.1205
39,48,0.0,-0.01,-0.0
39,49,0.0,0.0301,0.01
39,50,0.0,-0.01,-0.0301
39,51,-0.0301,0.0,0.0
39,52,0.0,-0.01,-0.0201
39,53,0.0,0.1005,0.0
40,1,0.0499,-0.1099,0.0899
40,2,0.1498,-0.3596,0.2896
40,3,-0.0699,0.1598,-0.1298
40,4,-0.0899,0.1998,-0.1598
40,5,0.0499,-0.1199,0.0999
40,6,0.1698,-0.3695,0.2896
40,7,-0.02,0.0499,-0.04
40,8,0.04,-0.0899,0.0699
40,9,-0.0899,0.1898,-0.1498
40,10,0.0499,-0.0999,0.0799
40,11,0.1598,-0.3296,0.2497
40,12,-0.02,0.0499,-0.04
40,13,-0.02,0.04,-0.03
40,14,0.01,-0.03,0.03
40,15,0.03,-0.0699,0.0599
40,16,-0.01,0.03,-0.02
40,17,-0.02,0.04,-0.03
40,18,0.01,-0.02,0.02
40,19,0.0,-0.01,0.01
40,20,0.02,-0.04,0.04
40,21,0.01,-0.03,0.02
40,22,-0.01,0.01,-0.01
40,23,0.0,-0.01,0.0
40,24,0.0,-0.01,0.01
40,25,-0.01,-0.0,-0.0
40,26,0.01,0.0,-0.01
40,27,0.0,-0.01,-0.02
40,28,-0.01,-0.03,-0.03
40,29,-0.0,-0.01,-0.0
40,30,-0.01,-0.02,-0.02
40,31,0.02,0.01,0.01
40,32,0.02,0.02,0.02
40,33,0.0,0.01,0.0
40,34,0.01,-0.0,0.01
40,35,-0.0,0.02,0.01
40,36,-0.01,0.01,-0.02
40,37,-0.02,0.0,-0.03
40,38,-0.0,0.01,-0.01
40,39,-0.0,0.01,0.0
40,40,0.0,0.01,-0.02
40,41,-0.0,0.0,-0.02
40,42,0.0,0.02,-0.01
40,43,0.0,0.02,-0.01
40,44,-0.0,0.0,-0.01
40,45,-0.0,0.01,-0.01
40,46,-0.01,0.01,-0.01
40,47,-0.01,-0.02,0.0
40,48,-0.0,0.01,-0.01
40,49,0.0,-0.01,0.01
40,50,-0.0,-0.02,0.03
40,51,0.02,-0.01,0.0
40,52,-0.02,-0.0,0.01
40,53,0.01,-0.0,0.0
41,1,-0.01,0.01,-0.01
41,2,-0.01,0.0399,-0.0299
41,3,-0.01,-0.02,0.01
41,4,-0.01,-0.01,0.01
41,5,-0.01,0.01,0.0
41,6,-0.01,0.0299,-0.01
41,7,-0.0,0.0,0.0
41,8,-0.02,0.01,-0.02
41,9,0.02,-0.02,0.02
41,10,0.0,0.02,0.0
41,11,-0.01,0.0499,-0.01
41,12,0.01,0.01,0.01
41,13,0.0,0.01,0.0
41,14,-0.0,0.01,0.01
41,15,-0.0,0.02,0.01
41,16,0.0,0.01,0.01
41,17,0.0,0.01,0.01
41,18,-0.0,0.0,0.01
41,19,-0.0,0.01,0.01
41,20,0.0,0.01,0.01
41,21,0.0,-0.01,-0.01
41,22,0.0,0.01,0.01
41,23,-0.0,-0.01,-0.01
41,24,0.0,-0.02,-0.0299
41,25,-0.02,-0.01,-0.0
41,26,0.02,-0.0,-0.01
41,27,-0.0599,-0.1198,-0.0998
41,28,-0.1697,-0.3693,-0.2894
41,29,-0.0499,-0.1098,-0.0898
41,30,-0.1497,-0.3593,-0.2894
41,31,0.0699,0.1597,0.1297
41,32,0.0898,0.1996,0.1597
41,33,0.02,0.0499,0.0399
41,34,-0.0399,-0.0898,-0.0798
41,35,0.0898,0.1896,0.1497
41,36,-0.0499,-0.0998,-0.0699
41,37,-0.1597,-0.3293,-0.2495
41,38,0.02,0.0499,0.0399
41,39,0.02,0.0299,0.0299
41,40,-0.01,-0.0299,-0.0299
41,41,-0.0299,-0.0699,-0.0599
41,42,0.01,0.0299,0.02
41,43,0.02,0.0399,0.0299
41,44,-0.01,-0.02,-0.02
41,45,-0.0,-0.01,-0.01
41,46,-0.02,-0.0399,-0.0399
41,47,-0.01,-0.0299,-0.02
41,48,0.01,0.01,0.01
41,49,-0.0,-0.01,-0.0
41,50,-0.0,-0.01,-0.01
41,51,0.0,0.0,0.0
41,52,-0.0,0.0,0.0
41,53,-0.01,-0.0,-0.01
42,1,0.0201,0.0,0.0403
42,2,0.0201,-0.0503,0.0604
42,3,0.0403,0.0704,-0.0101
42,4,0.0403,0.0704,-0.0101
42,5,0.0403,-0.0201,0.0101
42,6,0.0201,-0.0704,0.0503
42,7,0.0201,0.0101,-0.0302
42,8,0.0604,0.0101,0.0201
42,9,-0.0403,0.0101,-0.0302
42,10,-0.0503,-0.0503,-0.0101
42,11,-0.0906,0.0503,-0.0704
42,12,-0.0704,-0.0101,-0.0704
42,13,-0.0302,0.0302,-0.0302
42,14,0.0906,-0.0805,-0.0604
42,15,0.1711,-0.0604,-0.0302
42,16,0.0403,-0.0604,-0.161
42,17,0.0906,-0.0704,-0.2113
42,18,0.0201,-0.1006,-0.0403
42,19,-0.0403,-0.0805,-0.1006
42,20,-0.0906,-0.1812,-0.0704
42,21,0.0,0.0201,0.0201
42,22,-0.0302,-0.1208,0.0403
42,23,0.0101,0.1107,0.1409
42,24,-0.0101,0.1208,0.161
42,25,0.1912,0.1107,0.0201
42,26,-0.2315,0.0201,0.1208
42,27,-0.0403,-0.0201,-0.0101
42,28,-0.0201,-0.0704,-0.0503
42,29,-0.0201,0.0,-0.0403
42,30,-0.0201,-0.0503,-0.0604
42,31,-0.0403,0.0704,0.0101
42,32,-0.0403,0.0704,0.0101
42,33,-0.0201,0.0101,0.0302
42,34,-0.0604,0.0101,-0.0201
42,35,0.0403,0.0101,0.0302
42,36,0.0503,-0.0503,0.0101
42,37,0.0906,0.0503,0.0704
42,38,0.0704,-0.0101,0.0704
42,39,0.0302,0.0302,0.0302
42,40,-0.0906,-0.0805,0.0604
42,41,-0.1711,-0.0604,0.0302
42,42,-0.0403,-0.0604,0.161
42,43,-0.0906,-0.0704,0.2113
42,44,-0.0201,-0.1006,0.0403
42,45,0.0403,-0.0805,0.1006
42,46,0.0906,-0.1812,0.0704
42,47,-0.0,0.0201,-0.0201
42,48,0.0302,-0.1208,-0.0403
42,49,-0.0101,0.1107,-0.1409
42,50,0.0101,0.1208,-0.161
42,51,-0.1912,0.1107,-0.0201
42,52,0.2315,0.0201,-0.1208
42,53,-0.0,-0.0101,0.0
43,1,0.02,-0.0399,-0.02
43,2,0.0599,-0.0399,0.0299
43,3,-0.0798,-0.01,-0.0399
43,4,-0.0898,0.01,-0.0299
43,5,-0.0399,-0.0399,0.0299
43,6,0.01,-0.0798,0.0499
43,7,-0.0299,0.0,-0.01
43,8,-0.0599,-0.0698,-0.0399
43,9,0.0499,0.0399,-0.0299
43,10,0.0599,0.0599,0.0698
43,11,0.0299,0.1796,0.02
43,12,0.0399,0.0898,-0.0
43,13,0.01,0.0399,-0.0399
43,14,-0.0599,0.02,0.1098
43,15,-0.1098,-0.0399,0.1297
43,16,-0.0499,0.1197,0.0998
43,17,-0.0998,0.1297,0.1297
43,18,0.01,0.0299,0.0898
43,19,0.0399,0.0998,0.0698
43,20,0.1397,0.0898,0.1297
43,21,0.0299,-0.0399,-0.0399
43,22,0.0698,-0.0,0.1098
43,23,0.0,-0.1197,-0.1098
43,24,0.0399,-0.1497,-0.1596
43,25,-0.1896,-0.0998,-0.02
43,26,0.1996,-0.01,-0.1197
43,27,-0.0399,0.0399,0.0299
43,28,0.01,0.0798,0.0499
43,29,0.02,0.0399,-0.02
43,30,0.0599,0.0399,0.0299
43,31,-0.0798,0.01,-0.0399
43,32,-0.0898,-0.01,-0.0299
43,33,-0.0299,-0.0,-0.01
43,34,-0.0599,0.0698,-0.0399
43,35,0.0499,-0.0399,-0.0299
43,36,0.0599,-0.0599,0.0698
43,37,0.0299,-0.1796,0.02
43,38,0.0399,-0.0898,-0.0
43,39,0.01,-0.0399,-0.0399
43,40,-0.0599,-0.02,0.1098
43,41,-0.1098,0.0399,0.1297
43,42,-0.0499,-0.1197,0.0998
43,43,-0.0998,-0.1297,0.1297
43,44,0.01,-0.0299,0.0898
43,45,0.0399,-0.0998,0.0698
43,46,0.1397,-0.0898,0.1297
43,47,0.0299,0.0399,-0.0399
43,48,0.0698,0.01,0.1098
43,49,0.0,0.1197,-0.1098
43,50,0.0399,0.1497,-0.1596
43,51,-0.1896,0.0998,-0.02
43,52,0.1996,0.01,-0.1197
43,53,-0.0599,0.0,0.0399
44,1,-0.02,0.02,0.05
44,2,-0.06,-0.04,0.02
44,3,0.09,0.06,0.01
44,4,0.11,0.05,-0.02
44,5,0.08,0.02,-0.01
44,6,0.05,0.0,0.01
44,7,0.02,0.03,0.02
44,8,0.09,0.1199,0.1
44,9,-0.09,-0.01,0.02
44,10,0.02,-0.1399,-0.1599
44,11,-0.01,-0.3398,-0.2299
44,12,-0.04,-0.07,-0.03
44,13,-0.02,-0.04,0.01
44,14,0.04,-0.0,-0.05
44,15,-0.03,-0.03,-0.07
44,16,0.05,0.07,0.07
44,17,0.01,0.08,0.11
44,18,-0.0,0.06,0.03
44,19,-0.02,0.05,0.09
44,20,0.02,0.1,0.08
44,21,-0.04,0.05,0.08
44,22,0.07,-0.06,-0.2099
44,23,-0.01,-0.03,-0.04
44,24,-0.02,0.1299,0.1499
44,25,-0.06,-0.03,0.0
44,26,0.05,-0.01,-0.03
44,27,-0.08,0.02,0.01
44,28,-0.05,0.0,-0.01
44,29,0.02,0.02,-0.05
44,30,0.06,-0.04,-0.02
44,31,-0.09,0.06,-0.01
44,32,-0.11,0.05,0.02
44,33,-0.02,0.03,-0.02
44,34,-0.09,0.1199,-0.1
44,35,0.09,-0.01,-0.02
44,36,-0.02,-0.1399,0.1599
44,37,0.01,-0.3398,0.2299
44,38,0.04,-0.07,0.03
44,39,0.02,-0.04,-0.01
44,40,-0.04,-0.0,0.05
44,41,0.03,-0.03,0.07
44,42,-0.05,0.07,-0.07
44,43,-0.01,0.08,-0.11
44,44,0.0,0.06,-0.03
44,45,0.02,0.05,-0.09
44,46,-0.02,0.1,-0.08
44,47,0.04,0.05,-0.08
44,48,-0.07,-0.06,0.2099
44,49,0.01,-0.03,0.04
44,50,0.02,0.1299,-0.1499
44,51,0.06,-0.03,-0.0
44,52,-0.05,-0.01,0.03
44,53,-0.0,-0.05,-0.0
45,1,0.0099,-0.0298,-0.0298
45,2,0.0496,0.0199,0.0199
45,3,-0.0893,-0.0298,-0.0199
45,4,-0.0993,-0.0199,-0.0099
45,5,-0.0496,-0.0199,0.0298
45,6,-0.0298,-0.0298,0.0298
45,7,-0.0099,-0.0099,-0.0199
45,8,-0.0695,-0.0893,-0.0893
45,9,0.0695,0.0199,-0.0199
45,10,-0.0199,0.1191,0.1489
45,11,0.0099,0.3176,0.2084
45,12,0.0199,0.0794,0.0298
45,13,0.0,0.0596,0.0099
45,14,-0.0099,0.0099,0.0397
45,15,0.0993,0.0496,0.0794
45,16,-0.0298,-0.0794,-0.1092
45,17,0.0496,-0.0993,-0.1588
45,18,0.0099,-0.0794,-0.0496
45,19,-0.0,-0.0695,-0.0993
45,20,-0.0695,-0.1489,-0.0893
45,21,0.0298,-0.0496,-0.0695
45,22,-0.0695,0.0397,0.1886
45,23,0.0099,0.0496,0.0596
45,24,0.0199,-0.129,-0.1191
45,25,0.0993,0.0496,0.0
45,26,-0.0993,0.0099,0.0496
45,27,-0.0496,0.0199,0.0298
45,28,-0.0298,0.0298,0.0298
45,29,0.0099,0.0298,-0.0298
45,30,0.0496,-0.0199,0.0199
45,31,-0.0893,0.0298,-0.0199
45,32,-0.0993,0.0199,-0.0099
45,33,-0.0099,0.0099,-0.0199
45,34,-0.0695,0.0893,-0.0893
45,35,0.0695,-0.0199,-0.0199
45,36,-0.0199,-0.1191,0.1489
45,37,0.0099,-0.3176,0.2084
45,38,0.0199,-0.0794,0.0298
45,39,0.0,-0.0596,0.0099
45,40,-0.0099,-0.0099,0.0397
45,41,0.0993,-0.0496,0.0794
45,42,-0.0298,0.0794,-0.1092
45,43,0.0496,0.0993,-0.1588
45,44,0.0099,0.0794,-0.0496
45,45,-0.0,0.0695,-0.0993
45,46,-0.0695,0.1489,-0.0893
45,47,0.0298,0.0496,-0.0695
45,48,-0.0695,-0.0397,0.1886
45,49,0.0099,-0.0496,0.0596
45,50,0.0199,0.129,-0.1191
45,51,0.0993,-0.0496,0.0
45,52,-0.0993,-0.0099,0.0496
45,53,0.0496,0.0,-0.0298
46,1,0.01,-0.02,-0.0399
46,2,0.0299,-0.0299,-0.02
46,3,-0.0299,-0.0499,-0.02
46,4,-0.0399,-0.0499,0.02
46,5,-0.0399,-0.01,-0.0299
46,6,-0.01,0.0,-0.0399
46,7,-0.0299,-0.02,0.01
46,8,-0.0399,-0.0399,-0.0
46,9,0.01,0.02,-0.0
46,10,0.0299,0.01,0.0599
46,11,0.1996,-0.3294,0.3194
46,12,0.0898,-0.0399,0.0599
46,13,0.0399,-0.0898,0.0699
46,14,-0.0799,0.0299,-0.0399
46,15,-0.1098,0.0998,-0.0998
46,16,-0.0299,-0.0799,0.0399
46,17,-0.0499,-0.0699,0.0399
46,18,-0.0299,0.0599,-0.0699
46,19,0.0699,-0.0399,0.0
46,20,0.02,0.0799,-0.1098
46,21,0.01,0.01,-0.02
46,22,-0.0599,0.2595,-0.1397
46,23,-0.01,0.01,-0.0299
46,24,-0.02,0.0,-0.0499
46,25,-0.01,-0.02,0.0
46,26,0.01,-0.02,-0.01
46,27,-0.0399,0.01,-0.0299
46,28,-0.01,-0.0,-0.0399
46,29,0.01,0.02,-0.0399
46,30,0.0299,0.0299,-0.02
46,31,-0.0299,0.0499,-0.02
46,32,-0.0399,0.0499,0.02
46,33,-0.0299,0.02,0.01
46,34,-0.0399,0.0399,-0.0
46,35,0.01,-0.02,-0.0
46,36,0.0299,-0.01,0.0599
46,37,0.1996,0.3294,0.3194
46,38,0.0898,0.0399,0.0599
46,39,0.0399,0.0898,0.0699
46,40,-0.0799,-0.0299,-0.0399
46,41,-0.1098,-0.0998,-0.0998
46,42,-0.0299,0.0799,0.0399
46,43,-0.0499,0.0699,0.0399
46,44,-0.0299,-0.0599,-0.0699
46,45,0.0699,0.0399,0.0
46,46,0.02,-0.0799,-0.1098
46,47,0.01,-0.01,-0.02
46,48,-0.0599,-0.2595,-0.1397
46,49,-0.01,-0.01,-0.0299
46,50,-0.02,-0.0,-0.0499
46,51,-0.01,0.02,0.0
46,52,0.01,0.02,-0.01
46,53,0.0399,-0.0,0.0998
47,1,-0.01,0.0,0.0
47,2,0.01,-0.0,0.0299
47,3,-0.01,-0.0,0.0199
47,4,0.01,-0.0299,0.01
47,5,-0.0,0.0299,0.01
47,6,-0.01,0.0399,0.01
47,7,0.0199,-0.0,0.01
47,8,0.01,-0.0199,-0.0
47,9,0.01,0.0199,-0.0199
47,10,0.0199,-0.0199,0.0399
47,11,0.1893,-0.3388,0.3089
47,12,-0.0,-0.0498,0.0797
47,13,0.0399,-0.0498,0.0996
47,14,0.0199,0.0797,-0.0299
47,15,0.0498,0.1893,-0.0797
47,16,0.0598,-0.0598,0.0
47,17,0.0996,-0.0598,-0.0498
47,18,-0.0299,0.0299,-0.0797
47,19,-0.0199,-0.0598,0.0199
47,20,-0.1196,0.0299,-0.0996
47,21,-0.01,-0.0,-0.0299
47,22,-0.1395,0.1993,-0.1594
47,23,-0.01,0.0498,0.0199
47,24,-0.01,0.01,-0.0598
47,25,0.0498,0.0199,0.01
47,26,-0.0498,0.0,0.0399
47,27,0.0,0.0299,-0.01
47,28,0.01,0.0399,-0.01
47,29,0.01,0.0,-0.0
47,30,-0.01,-0.0,-0.0299
47,31,0.01,-0.0,-0.0199
47,32,-0.01,-0.0299,-0.01
47,33,-0.0199,-0.0,-0.01
47,34,-0.01,-0.0199,0.0
47,35,-0.01,0.0199,0.0199
47,36,-0.0199,-0.0199,-0.0399
47,37,-0.1993,-0.3388,-0.3089
47,38,0.0,-0.0498,-0.0797
47,39,-0.0399,-0.0498,-0.0996
47,40,-0.0199,0.0797,0.0299
47,41,-0.0498,0.1893,0.0797
47,42,-0.0598,-0.0598,-0.0
47,43,-0.0996,-0.0598,0.0498
47,44,0.0299,0.0299,0.0797
47,45,0.0199,-0.0598,-0.0199
47,46,0.1196,0.0299,0.0996
47,47,0.01,-0.0,0.0299
47,48,0.1395,0.2092,0.1594
47,49,0.01,0.0498,-0.0199
47,50,0.01,0.01,0.0598
47,51,-0.0498,0.0199,-0.01
47,52,0.0498,0.0,-0.0399
47,53,-0.0,-0.0996,-0.0
48,1,-0.0101,-0.0705,-0.0805
48,2,0.0101,-0.0604,-0.0604
48,3,-0.1208,-0.1007,-0.0705
48,4,-0.1208,-0.1107,-0.0705
48,5,-0.0503,-0.0,0.0302
48,6,0.1208,0.0403,-0.0101
48,7,-0.0906,0.0604,0.1208
48,8,-0.1208,0.0101,0.0906
48,9,0.0604,0.0805,0.0705
48,10,0.2315,0.0403,-0.0604
48,11,0.1711,-0.0705,-0.1711
48,12,0.1007,0.0805,0.0302
48,13,-0.0805,0.0,0.0604
48,14,-0.0302,-0.0201,-0.0101
48,15,0.0906,0.0604,0.0101
48,16,-0.0403,-0.1007,-0.0906
48,17,-0.0403,-0.1007,-0.0906
48,18,0.0503,-0.0302,-0.0604
48,19,0.1007,-0.0101,-0.0503
48,20,0.0101,-0.0604,-0.0705
48,21,-0.0101,-0.0101,-0.0101
48,22,0.2617,0.0705,-0.0805
48,23,-0.0,0.0101,0.0101
48,24,-0.0906,0.0302,0.0805
48,25,-0.0201,0.0101,0.0302
48,26,-0.0705,-0.0302,0.0
48,27,0.0503,-0.0,-0.0302
48,28,-0.1208,0.0403,0.0101
48,29,0.0101,-0.0705,0.0805
48,30,-0.0101,-0.0604,0.0604
48,31,0.1208,-0.1007,0.0705
48,32,0.1208,-0.1107,0.0705
48,33,0.0906,0.0604,-0.1208
48,34,0.1208,0.0101,-0.0906
48,35,-0.0604,0.0805,-0.0705
48,36,-0.2315,0.0403,0.0604
48,37,-0.1711,-0.0705,0.1711
48,38,-0.1007,0.0805,-0.0302
48,39,0.0805,0.0,-0.0604
48,40,0.0302,-0.0201,0.0101
48,41,-0.0906,0.0604,-0.0101
48,42,0.0403,-0.1007,0.0906
48,43,0.0403,-0.1007,0.0906
48,44,-0.0503,-0.0302,0.0604
48,45,-0.1007,-0.0101,0.0503
48,46,-0.0101,-0.0604,0.0705
48,47,0.0101,-0.0101,0.0101
48,48,-0.2617,0.0705,0.0805
48,49,0.0,0.0101,-0.0101
48,50,0.0906,0.0302,-0.0805
48,51,0.0201,0.0101,-0.0302
48,52,0.0705,-0.0302,-0.0
48,53,-0.0,-0.0101,0.0
49,1,-0.01,-0.07,-0.08
49,2,0.0,-0.04,-0.07
49,3,-0.1201,-0.1,-0.07
49,4,-0.1201,-0.09,-0.07
49,5,-0.05,-0.0,0.03
49,6,0.1201,0.04,-0.01
49,7,-0.08,0.06,0.1201
49,8,-0.1201,0.02,0.07
49,9,0.07,0.08,0.07
49,10,0.2301,0.05,-0.07
49,11,0.1201,0.03,-0.2501
49,12,0.08,0.07,0.03
49,13,-0.09,0.03,0.03
49,14,-0.01,-0.03,-0.01
49,15,0.11,0.02,0.03
49,16,-0.03,-0.08,-0.1
49,17,-0.02,-0.1,-0.08
49,18,0.06,-0.04,-0.04
49,19,0.08,0.01,-0.05
49,20,0.01,-0.08,-0.04
49,21,-0.01,-0.02,-0.01
49,22,0.2801,-0.0,-0.04
49,23,-0.0,0.01,0.02
49,24,-0.08,0.04,0.1
49,25,-0.02,0.02,0.03
49,26,-0.08,-0.03,0.01
49,27,-0.05,0.0,0.03
49,28,0.1201,-0.04,-0.01
49,29,-0.01,0.07,-0.08
49,30,0.0,0.04,-0.07
49,31,-0.1201,0.1,-0.07
49,32,-0.1201,0.09,-0.07
49,33,-0.08,-0.06,0.1201
49,34,-0.1201,-0.02,0.07
49,35,0.07,-0.08,0.07
49,36,0.2301,-0.05,-0.07
49,37,0.1201,-0.03,-0.2501
49,38,0.08,-0.07,0.03
49,39,-0.09,-0.03,0.03
49,40,-0.01,0.03,-0.01
49,41,0.11,-0.02,0.03
49,42,-0.03,0.08,-0.1
49,43,-0.02,0.1,-0.08
49,44,0.06,0.04,-0.04
49,45,0.08,-0.01,-0.05
49,46,0.01,0.08,-0.04
49,47,-0.01,0.02,-0.01
49,48,0.2801,0.0,-0.04
49,49,-0.0,-0.01,0.02
49,50,-0.08,-0.04,0.1
49,51,-0.02,-0.02,0.03
49,52,-0.08,0.03,0.01
49,53,-0.09,-0.0,0.02
50,1,-0.1298,-0.0499,0.01
50,2,-0.0399,0.0699,0.0898
50,3,-0.1198,-0.0299,0.0299
50,4,-0.0299,-0.1198,-0.1497
50,5,0.0299,0.1397,0.1597
50,6,0.0299,0.1397,0.1497
50,7,0.1198,0.0399,-0.02
50,8,0.0399,-0.0599,-0.1098
50,9,0.0898,0.01,-0.0399
50,10,0.02,0.0399,0.0299
50,11,0.0599,0.0998,0.0998
50,12,0.02,-0.0499,-0.0599
50,13,0.0399,-0.0299,-0.0699
50,14,-0.0699,-0.0699,-0.0299
50,15,-0.2196,-0.1697,-0.0499
50,16,-0.0998,0.0,0.0499
50,17,-0.1497,0.01,0.0998
50,18,-0.0399,0.01,0.0299
50,19,0.0399,-0.01,-0.0299
50,20,0.1397,0.0499,-0.01
50,21,-0.02,-0.1198,-0.1298
50,22,-0.0499,0.0,0.0299
50,23,-0.0,-0.01,-0.01
50,24,0.0699,0.1397,0.1198
50,25,0.01,-0.02,-0.0299
50,26,0.0399,0.01,-0.01
50,27,0.0299,-0.1397,0.1597
50,28,0.0299,-0.1397,0.1497
50,29,-0.1298,0.0499,0.01
50,30,-0.0399,-0.0699,0.0898
50,31,-0.1198,0.0299,0.0299
50,32,-0.0299,0.1198,-0.1497
50,33,0.1198,-0.0399,-0.02
50,34,0.0399,0.0599,-0.1098
50,35,0.0898,-0.01,-0.0399
50,36,0.02,-0.0399,0.0299
50,37,0.0599,-0.0998,0.0998
50,38,0.02,0.0499,-0.0599
50,39,0.0399,0.0299,-0.0699
50,40,-0.0699,0.0699,-0.0299
50,41,-0.2196,0.1697,-0.0499
50,42,-0.0998,-0.0,0.0499
50,43,-0.1497,-0.01,0.0998
50,44,-0.0399,-0.01,0.0299
50,45,0.0399,0.01,-0.0299
50,46,0.1397,-0.0499,-0.01
50,47,-0.02,0.1198,-0.1298
50,48,-0.0499,-0.0,0.0299
50,49,-0.0,0.01,-0.01
50,50,0.0699,-0.1397,0.1198
50,51,0.01,0.02,-0.0299
50,52,0.0399,-0.01,-0.01
50,53,0.02,0.0,-0.02
51,1,0.0903,0.0401,0.01
51,2,0.0201,-0.0502,-0.0502
51,3,0.1103,0.0401,-0.01
51,4,0.0401,0.1103,0.1103
51,5,-0.01,-0.1103,-0.1204
51,6,-0.0401,-0.1204,-0.1103
