Mode,AtomIndex,dx,dy,dz
77,35,0.01,0.0,0.0
77,36,0.01,-0.0199,-0.01
77,37,0.0698,0.0399,0.0798
77,38,0.0,0.0199,0.0
77,39,0.01,0.0299,0.0199
77,40,-0.0,-0.01,-0.0
77,41,-0.01,-0.01,-0.01
77,42,0.0,-0.01,0.01
77,43,0.0498,0.0698,0.0798
77,44,0.01,0.0199,0.0199
77,45,-0.0299,-0.0598,-0.0698
77,46,0.2293,0.4685,0.4187
77,47,-0.01,-0.0,0.01
77,48,-0.01,-0.0,-0.0
77,49,-0.0,-0.0199,-0.01
77,50,-0.01,-0.0,-0.0
77,51,0.0,-0.0,0.01
77,52,-0.0,0.01,-0.0
77,53,0.0,0.0,0.0
78,1,-0.1,-0.0,0.06
78,2,-0.1599,-0.07,0.01
78,3,0.02,0.01,-0.01
78,4,0.05,-0.03,-0.04
78,5,-0.0,-0.05,-0.06
78,6,-0.07,-0.05,-0.05
78,7,0.01,-0.03,-0.03
78,8,-0.0,-0.01,-0.05
78,9,0.05,0.02,-0.0
78,10,0.14,0.06,-0.01
78,11,0.2199,0.2299,0.12
78,12,-0.01,-0.03,-0.05
78,13,-0.02,0.0,-0.02
78,14,0.01,0.02,0.03
78,15,-0.04,-0.02,0.03
78,16,0.03,0.06,0.05
78,17,0.04,0.11,-0.03
78,18,-0.03,0.01,-0.01
78,19,0.05,-0.09,-0.02
78,20,-0.03,0.3299,-0.3399
78,21,-0.06,0.03,0.07
78,22,-0.05,-0.02,0.01
78,23,0.04,-0.0,0.0
78,24,-0.05,-0.01,0.01
78,25,-0.0,0.03,0.03
78,26,-0.01,-0.03,-0.03
78,27,-0.0,0.05,-0.06
78,28,-0.07,0.05,-0.05
78,29,-0.1,0.0,0.06
78,30,-0.1599,0.07,0.01
78,31,0.02,-0.01,-0.01
78,32,0.05,0.03,-0.04
78,33,0.01,0.03,-0.03
78,34,-0.0,0.01,-0.05
78,35,0.05,-0.02,-0.0
78,36,0.14,-0.06,-0.01
78,37,0.2199,-0.2299,0.12
78,38,-0.01,0.03,-0.05
78,39,-0.02,-0.0,-0.02
78,40,0.01,-0.02,0.03
78,41,-0.04,0.02,0.03
78,42,0.03,-0.06,0.05
78,43,0.04,-0.11,-0.03
78,44,-0.03,-0.01,-0.01
78,45,0.05,0.09,-0.02
78,46,-0.03,-0.3299,-0.3399
78,47,-0.06,-0.03,0.07
78,48,-0.05,0.02,0.01
78,49,0.04,0.0,0.0
78,50,-0.05,0.01,0.01
78,51,-0.0,-0.03,0.03
78,52,-0.01,0.03,-0.03
78,53,0.01,-0.0,-0.0
79,1,-0.1297,-0.0,0.0699
79,2,-0.1996,-0.0699,0.01
79,3,0.0299,0.01,-0.01
79,4,0.0599,-0.0299,-0.0499
79,5,-0.01,-0.0599,-0.0699
79,6,-0.0898,-0.0798,-0.0599
79,7,0.0,-0.0299,-0.0399
79,8,0.0,-0.0299,-0.0399
79,9,0.0599,0.02,-0.0
79,10,0.1697,0.0798,-0.01
79,11,0.2794,0.2695,0.1697
79,12,-0.02,-0.0499,-0.0599
79,13,-0.02,-0.01,-0.02
79,14,0.01,0.0299,0.0299
79,15,-0.0599,-0.02,0.0299
79,16,0.0399,0.0798,0.0599
79,17,0.0798,0.0998,-0.0
79,18,-0.0299,-0.0,-0.0
79,19,0.0399,-0.0898,-0.0599
79,20,0.0699,0.1896,-0.2295
79,21,-0.0699,0.0299,0.0798
79,22,-0.0599,-0.0299,0.01
79,23,0.0499,0.01,-0.01
79,24,-0.0599,-0.02,0.02
79,25,0.0,0.0399,0.0399
79,26,-0.01,-0.0399,-0.0399
79,27,0.01,-0.0599,0.0699
79,28,0.0798,-0.0798,0.0599
79,29,0.1297,-0.0,-0.0699
79,30,0.1996,-0.0699,-0.01
79,31,-0.0299,0.01,0.01
79,32,-0.0599,-0.0299,0.0499
79,33,-0.0,-0.0299,0.0399
79,34,-0.0,-0.0299,0.0399
79,35,-0.0599,0.02,0.0
79,36,-0.1697,0.0798,0.01
79,37,-0.2794,0.2695,-0.1697
79,38,0.02,-0.0499,0.0599
79,39,0.02,-0.01,0.02
79,40,-0.01,0.0299,-0.0299
79,41,0.0599,-0.02,-0.0299
79,42,-0.0399,0.0798,-0.0599
79,43,-0.0798,0.0998,0.0
79,44,0.0299,-0.0,0.0
79,45,-0.0399,-0.0898,0.0599
79,46,-0.0699,0.1796,0.2196
79,47,0.0699,0.0299,-0.0798
79,48,0.0599,-0.0299,-0.01
79,49,-0.0499,0.01,0.01
79,50,0.0599,-0.02,-0.02
79,51,-0.0,0.0399,-0.0399
79,52,0.01,-0.0399,0.0399
79,53,0.0,0.01,-0.0
80,1,-0.0299,0.0699,-0.0599
80,2,0.1796,-0.4291,0.3393
80,3,0.02,-0.0499,0.0399
80,4,-0.1098,0.2495,-0.1996
80,5,0.01,-0.02,0.02
80,6,-0.0399,0.0998,-0.0798
80,7,-0.01,0.02,-0.02
80,8,0.0499,-0.0998,0.0798
80,9,0.01,-0.01,0.01
80,10,0.0,0.0,-0.0
80,11,0.01,-0.0,0.01
80,12,0.0,0.0,-0.0
80,13,0.0,-0.0,0.0
80,14,0.0,-0.0,0.0
80,15,-0.0,0.01,-0.01
80,16,-0.0,0.0,-0.0
80,17,0.01,-0.02,0.02
80,18,0.0,0.0,0.0
80,19,0.0,0.0,0.0
80,20,0.01,-0.0,0.01
80,21,0.0,-0.0,0.01
80,22,-0.0,-0.0,0.0
80,23,-0.0,-0.0,0.0
80,24,0.0,-0.0,0.0
80,25,-0.0,-0.0,-0.0
80,26,0.0,0.0,0.0
80,27,0.01,0.02,0.02
80,28,-0.0399,-0.0998,-0.0798
80,29,-0.0299,-0.0699,-0.0599
80,30,0.1796,0.4291,0.3393
80,31,0.02,0.0499,0.0399
80,32,-0.1098,-0.2495,-0.1996
80,33,-0.01,-0.02,-0.02
80,34,0.0499,0.0998,0.0798
80,35,0.01,0.01,0.01
80,36,0.0,-0.0,-0.0
80,37,0.01,0.0,0.01
80,38,0.0,-0.0,-0.0
80,39,0.0,0.0,0.0
80,40,0.0,0.0,0.0
80,41,-0.0,-0.01,-0.01
80,42,-0.0,-0.0,-0.0
80,43,0.01,0.02,0.02
80,44,0.0,-0.0,0.0
80,45,0.0,-0.0,0.0
80,46,0.01,0.0,0.01
80,47,0.0,0.0,0.01
80,48,-0.0,0.0,0.0
80,49,-0.0,0.0,0.0
80,50,0.0,0.0,0.0
80,51,-0.0,0.0,-0.0
80,52,0.0,-0.0,0.0
80,53,-0.0,-0.0,-0.0
81,1,0.0299,-0.0697,0.0597
81,2,-0.1892,0.4282,-0.3385
81,3,-0.0199,0.0498,-0.0398
81,4,0.1095,-0.2489,0.1892
81,5,-0.01,0.0199,-0.0199
81,6,0.0498,-0.0996,0.0797
81,7,0.01,-0.0199,0.0199
81,8,-0.0498,0.1095,-0.0797
81,9,-0.01,0.01,-0.01
81,10,0.0,-0.01,0.0
81,11,-0.0,0.01,-0.0
81,12,0.0,0.0,-0.0
81,13,0.0,0.0,0.0
81,14,-0.0,0.0,0.0
81,15,0.01,0.0,0.01
81,16,-0.0,-0.01,-0.0
81,17,-0.01,0.0,-0.01
81,18,0.0,0.0,0.0
81,19,0.0,0.0,0.0
81,20,0.01,0.0,0.01
81,21,-0.0,0.01,-0.01
81,22,-0.0,-0.0,-0.0
81,23,-0.0,-0.0,0.0
81,24,0.0,0.0,-0.0
81,25,-0.0,-0.0,-0.0
81,26,0.0,0.0,0.0
81,27,0.01,0.0199,0.0199
81,28,-0.0498,-0.0996,-0.0797
81,29,-0.0299,-0.0697,-0.0597
81,30,0.1892,0.4282,0.3385
81,31,0.0199,0.0498,0.0398
81,32,-0.1095,-0.2489,-0.1892
81,33,-0.01,-0.0199,-0.0199
81,34,0.0498,0.1095,0.0797
81,35,0.01,0.01,0.01
81,36,-0.0,-0.01,-0.0
81,37,0.0,0.01,0.0
81,38,-0.0,0.0,0.0
81,39,-0.0,0.0,-0.0
81,40,0.0,0.0,-0.0
81,41,-0.01,0.0,-0.01
81,42,0.0,-0.01,0.0
81,43,0.01,0.0,0.01
81,44,-0.0,0.0,-0.0
81,45,-0.0,0.0,-0.0
81,46,-0.01,0.0,-0.01
81,47,0.0,0.01,0.01
81,48,0.0,-0.0,0.0
81,49,0.0,-0.0,-0.0
81,50,-0.0,0.0,0.0
81,51,0.0,-0.0,0.0
81,52,-0.0,0.0,-0.0
81,53,0.0,-0.0,0.0
82,1,-0.0,0.0,-0.0
82,2,0.0,-0.01,0.01
82,3,0.0,-0.0,0.0
82,4,-0.0,0.01,-0.0
82,5,-0.0,0.0,-0.0
82,6,0.0,-0.0,0.0
82,7,-0.0,0.0,-0.0
82,8,0.0,-0.0,0.0
82,9,0.0,-0.0,0.0
82,10,0.0,-0.0,-0.0
82,11,-0.0,0.01,-0.0
82,12,0.01,-0.01,0.01
82,13,-0.01,0.01,-0.01
82,14,-0.0199,0.0299,-0.0299
82,15,0.1294,-0.2589,0.239
82,16,0.0199,-0.0597,0.0498
82,17,-0.1892,0.4082,-0.3784
82,18,0.0,0.0,-0.0
82,19,-0.01,0.0199,-0.01
82,20,0.0299,-0.0498,0.0498
82,21,-0.0,0.0,-0.0
82,22,-0.0,0.0,-0.0
82,23,0.0,-0.0,0.0
82,24,0.0,-0.0,0.0
82,25,-0.0,-0.0,-0.0
82,26,-0.0,0.0,0.0
82,27,0.0,0.0,0.0
82,28,-0.0,-0.0,-0.0
82,29,0.0,0.0,0.0
82,30,-0.0,-0.01,-0.01
82,31,-0.0,-0.0,-0.0
82,32,0.0,0.01,0.0
82,33,0.0,0.0,0.0
82,34,-0.0,-0.0,-0.0
82,35,-0.0,-0.0,-0.0
82,36,-0.0,-0.0,0.0
82,37,0.0,0.01,0.0
82,38,-0.01,-0.01,-0.01
82,39,0.01,0.01,0.01
82,40,0.0199,0.0299,0.0299
82,41,-0.1294,-0.2489,-0.239
82,42,-0.0199,-0.0597,-0.0498
82,43,0.1892,0.4082,0.3784
82,44,-0.0,0.0,0.0
82,45,0.01,0.0199,0.01
82,46,-0.0299,-0.0498,-0.0498
82,47,0.0,0.0,0.0
82,48,0.0,0.0,0.0
82,49,-0.0,-0.0,-0.0
82,50,-0.0,-0.0,-0.0
82,51,0.0,-0.0,0.0
82,52,0.0,0.0,-0.0
82,53,-0.0,-0.0,0.0
83,1,0.0,-0.0,0.0
83,2,-0.0099,0.0199,-0.0099
83,3,-0.0,0.0,-0.0
83,4,0.0,-0.0099,0.0099
83,5,-0.0,0.0,-0.0
83,6,0.0,-0.0,0.0
83,7,0.0,-0.0,0.0
83,8,-0.0,0.0099,-0.0099
83,9,-0.0,0.0,-0.0
83,10,-0.0,0.0,0.0
83,11,0.0,-0.0099,0.0
83,12,-0.0099,0.0099,-0.0099
83,13,0.0099,-0.0099,0.0099
83,14,0.0199,-0.0298,0.0298
83,15,-0.1194,0.2587,-0.2388
83,16,-0.0199,0.0597,-0.0497
83,17,0.189,-0.4079,0.3781
83,18,-0.0,-0.0,0.0
83,19,0.0099,-0.0199,0.0099
83,20,-0.0298,0.0497,-0.0497
83,21,0.0,-0.0,0.0
83,22,0.0,-0.0,0.0
83,23,-0.0,0.0,-0.0
83,24,-0.0,0.0,-0.0
83,25,0.0,0.0,0.0
83,26,0.0,-0.0,0.0
83,27,-0.0,-0.0,-0.0
83,28,0.0,0.0,0.0
83,29,0.0,0.0,0.0
83,30,-0.0099,-0.0199,-0.0099
83,31,-0.0,-0.0,-0.0
83,32,0.0,0.0099,0.0099
83,33,0.0,0.0,0.0
83,34,-0.0,-0.0099,-0.0099
83,35,-0.0,-0.0,-0.0
83,36,-0.0,-0.0,0.0
83,37,0.0,0.0099,0.0
83,38,-0.0099,-0.0099,-0.0099
83,39,0.0099,0.0099,0.0099
83,40,0.0199,0.0298,0.0298
83,41,-0.1194,-0.2587,-0.2388
83,42,-0.0199,-0.0597,-0.0497
83,43,0.189,0.4079,0.3781
83,44,-0.0,0.0,0.0
83,45,0.0099,0.0199,0.0099
83,46,-0.0298,-0.0497,-0.0497
83,47,0.0,0.0,0.0
83,48,0.0,0.0,0.0
83,49,-0.0,-0.0,-0.0
83,50,-0.0,-0.0,-0.0
83,51,0.0,-0.0,0.0
83,52,0.0,0.0,0.0
83,53,-0.0,-0.0,-0.0
84,1,0.0298,0.0099,-0.0099
84,2,0.0696,0.0,0.0398
84,3,0.0099,0.0099,0.0199
84,4,-0.0199,0.0596,0.0398
84,5,-0.0099,-0.0,-0.0099
84,6,-0.0398,-0.0199,0.0099
84,7,0.0,-0.0,-0.0099
84,8,0.0099,0.0199,-0.0
84,9,-0.0298,-0.0,0.0199
84,10,-0.0596,0.0199,0.0596
84,11,-0.1591,-0.1392,-0.1094
84,12,-0.0099,0.0099,0.0199
84,13,-0.0,-0.0298,-0.0398
84,14,0.0099,-0.0298,-0.0398
84,15,-0.2684,-0.2088,-0.0795
84,16,0.0596,0.1292,0.1193
84,17,0.1193,0.1392,0.0596
84,18,-0.1094,-0.0497,-0.0
84,19,-0.0696,-0.1094,-0.0795
84,20,-0.2684,-0.2187,-0.1193
84,21,0.0199,-0.0298,-0.0497
84,22,0.1491,0.0795,0.0199
84,23,0.0596,0.0099,-0.0099
84,24,-0.0298,-0.0099,0.0099
84,25,0.0199,0.0596,0.0497
84,26,-0.0,-0.0398,-0.0398
84,27,-0.0099,0.0,-0.0099
84,28,-0.0398,0.0199,0.0099
84,29,0.0298,-0.0099,-0.0099
84,30,0.0696,-0.0,0.0398
84,31,0.0099,-0.0099,0.0199
84,32,-0.0199,-0.0596,0.0398
84,33,0.0,0.0,-0.0099
84,34,0.0099,-0.0199,-0.0
84,35,-0.0298,0.0,0.0199
84,36,-0.0596,-0.0199,0.0596
84,37,-0.1591,0.1392,-0.1094
84,38,-0.0099,-0.0099,0.0199
84,39,-0.0,0.0298,-0.0398
84,40,0.0099,0.0298,-0.0398
84,41,-0.2684,0.2088,-0.0795
84,42,0.0596,-0.1292,0.1193
84,43,0.1193,-0.1392,0.0596
84,44,-0.1094,0.0497,-0.0
84,45,-0.0696,0.1094,-0.0795
84,46,-0.2684,0.2187,-0.1193
84,47,0.0199,0.0298,-0.0497
84,48,0.1491,-0.0795,0.0199
84,49,0.0596,-0.0099,-0.0099
84,50,-0.0298,0.0099,0.0099
84,51,0.0199,-0.0596,0.0497
84,52,-0.0,0.0398,-0.0398
84,53,-0.0099,0.0,-0.0
85,1,0.0401,-0.01,-0.01
85,2,0.0401,0.0701,-0.0301
85,3,-0.01,0.01,0.01
85,4,-0.02,0.02,0.0601
85,5,-0.01,0.0,0.0
85,6,-0.0301,-0.0301,0.02
85,7,0.02,-0.01,-0.01
85,8,0.01,0.01,-0.0301
85,9,-0.0301,0.0,0.01
85,10,-0.0601,0.01,0.0501
85,11,-0.1503,-0.1703,-0.1102
85,12,-0.01,0.01,0.02
85,13,-0.0,-0.0301,-0.0401
85,14,0.01,-0.0301,-0.0401
85,15,-0.2605,-0.2104,-0.0701
85,16,0.0601,0.1202,0.1102
85,17,0.1002,0.1403,0.0601
85,18,-0.1002,-0.0501,-0.0
85,19,-0.0701,-0.1002,-0.0802
85,20,-0.2805,-0.2405,-0.1102
85,21,0.02,-0.02,-0.0401
85,22,0.1403,0.0902,0.01
85,23,0.0501,0.01,-0.01
85,24,-0.02,-0.0,0.01
85,25,0.02,0.0501,0.0501
85,26,-0.0,-0.0401,-0.0401
85,27,0.01,0.0,-0.0
85,28,0.0301,-0.0301,-0.02
85,29,-0.0401,-0.01,0.01
85,30,-0.0401,0.0701,0.0301
85,31,0.01,0.01,-0.01
85,32,0.02,0.02,-0.0601
85,33,-0.02,-0.01,0.01
85,34,-0.01,0.01,0.0301
85,35,0.0301,0.0,-0.01
85,36,0.0601,0.01,-0.0501
85,37,0.1503,-0.1703,0.1102
85,38,0.01,0.01,-0.02
85,39,0.0,-0.0301,0.0401
85,40,-0.01,-0.0301,0.0401
85,41,0.2605,-0.2104,0.0701
85,42,-0.0601,0.1202,-0.1102
85,43,-0.1002,0.1403,-0.0601
85,44,0.1002,-0.0501,0.0
85,45,0.0701,-0.1002,0.0802
85,46,0.2805,-0.2405,0.1102
85,47,-0.02,-0.02,0.0401
85,48,-0.1403,0.0902,-0.01
85,49,-0.0501,0.01,0.01
85,50,0.02,-0.0,-0.01
85,51,-0.02,0.0501,-0.0501
85,52,0.0,-0.0401,0.0401
85,53,-0.0,-0.0,-0.0
86,1,-0.0,0.0,-0.0
86,2,-0.0201,0.0503,-0.0402
86,3,-0.0101,0.0302,-0.0201
86,4,0.0905,-0.2112,0.171
86,5,0.0302,-0.0604,0.0503
86,6,-0.1811,0.4124,-0.3219
86,7,-0.0101,0.0302,-0.0201
86,8,0.1006,-0.2313,0.1811
86,9,-0.0101,0.0101,-0.0101
86,10,-0.0,-0.0,0.0
86,11,-0.0,-0.0,-0.0
86,12,-0.0,0.0,0.0
86,13,-0.0,-0.0,-0.0
86,14,0.0,-0.0,-0.0
86,15,-0.0,-0.0,-0.0
86,16,0.0,0.0,0.0
86,17,0.0,0.0,0.0
86,18,-0.0,-0.0,0.0
86,19,-0.0,-0.0,-0.0
86,20,-0.0,-0.0,0.0
86,21,0.0101,-0.0101,0.0101
86,22,0.0,0.0,0.0
86,23,0.0,0.0,-0.0
86,24,-0.0,-0.0,0.0
86,25,0.0,0.0,0.0
86,26,-0.0,-0.0,-0.0
86,27,0.0302,0.0604,0.0503
86,28,-0.1811,-0.4124,-0.3219
86,29,-0.0,-0.0,-0.0
86,30,-0.0201,-0.0503,-0.0402
86,31,-0.0101,-0.0302,-0.0201
86,32,0.0905,0.2112,0.171
86,33,-0.0101,-0.0302,-0.0201
86,34,0.1006,0.2313,0.1811
86,35,-0.0101,-0.0101,-0.0101
86,36,-0.0,0.0,0.0
86,37,-0.0,0.0,-0.0
86,38,-0.0,-0.0,0.0
86,39,-0.0,0.0,-0.0
86,40,0.0,0.0,-0.0
86,41,-0.0,0.0,-0.0
86,42,0.0,-0.0,0.0
86,43,0.0,-0.0,0.0
86,44,-0.0,0.0,0.0
86,45,-0.0,0.0,-0.0
86,46,-0.0,0.0,0.0
86,47,0.0101,0.0101,0.0101
86,48,0.0,-0.0,0.0
86,49,0.0,-0.0,-0.0
86,50,-0.0,0.0,0.0
86,51,0.0,-0.0,0.0
86,52,-0.0,0.0,-0.0
86,53,-0.0,0.0,-0.0
87,1,-0.0,0.0,-0.0
87,2,-0.02,0.0501,-0.0401
87,3,-0.01,0.0301,-0.02
87,4,0.1002,-0.2104,0.1703
87,5,0.0301,-0.0601,0.0501
87,6,-0.1803,0.4107,-0.3206
87,7,-0.02,0.0301,-0.02
87,8,0.1002,-0.2304,0.1803
87,9,-0.01,0.01,-0.01
87,10,-0.0,-0.0,0.0
87,11,-0.0,-0.0,-0.0
87,12,-0.0,0.0,-0.0
87,13,0.0,-0.0,0.0
87,14,-0.0,0.0,-0.0
87,15,-0.0,-0.0,0.0
87,16,0.0,0.0,0.0
87,17,-0.0,0.0,-0.0
87,18,-0.0,-0.0,0.0
87,19,-0.0,-0.0,-0.0
87,20,-0.0,-0.0,0.0
87,21,0.01,-0.01,0.01
87,22,0.0,0.0,0.0
87,23,0.0,0.0,-0.0
87,24,-0.0,0.0,-0.0
87,25,0.0,0.0,0.0
87,26,-0.0,-0.0,-0.0
87,27,-0.0301,-0.0601,-0.0501
87,28,0.1803,0.4107,0.3206
87,29,0.0,0.0,0.0
87,30,0.02,0.0501,0.0401
87,31,0.01,0.0301,0.02
87,32,-0.1002,-0.2104,-0.1703
87,33,0.02,0.0301,0.02
87,34,-0.1002,-0.2304,-0.1903
87,35,0.01,0.01,0.01
87,36,0.0,-0.0,-0.0
87,37,0.0,-0.0,0.0
87,38,0.0,0.0,0.0
87,39,-0.0,-0.0,-0.0
87,40,0.0,0.0,0.0
87,41,0.0,-0.0,-0.0
87,42,-0.0,0.0,-0.0
87,43,0.0,0.0,0.0
87,44,0.0,-0.0,-0.0
87,45,0.0,-0.0,0.0
87,46,0.0,-0.0,-0.0
87,47,-0.01,-0.01,-0.01
87,48,-0.0,0.0,-0.0
87,49,-0.0,0.0,0.0
87,50,0.0,0.0,0.0
87,51,-0.0,0.0,-0.0
87,52,0.0,-0.0,0.0
87,53,0.0,0.0,0.0
88,1,0.0699,-0.01,-0.0399
88,2,0.02,-0.0499,-0.0799
88,3,-0.2296,-0.1498,-0.0599
88,4,-0.2696,-0.1298,-0.01
88,5,-0.01,0.03,0.0499
88,6,0.03,0.03,0.03
88,7,0.2196,-0.03,-0.1597
88,8,0.1597,-0.1298,-0.2496
88,9,0.03,0.0,-0.01
88,10,-0.0599,-0.03,-0.0
88,11,-0.0899,-0.0699,-0.0499
88,12,0.0,0.01,0.01
88,13,-0.0,-0.0,0.0
88,14,-0.0,-0.01,-0.01
88,15,-0.03,-0.03,-0.01
88,16,0.01,0.01,0.01
88,17,-0.0,0.02,0.01
88,18,-0.0,-0.0,-0.0
88,19,-0.01,-0.01,-0.01
88,20,-0.0699,-0.0499,-0.01
88,21,-0.01,0.1997,0.2396
88,22,0.03,0.01,0.0
88,23,-0.0,-0.0,-0.0
88,24,0.0,0.0,-0.01
88,25,0.0,0.0,0.0
88,26,0.0,-0.0,-0.0
88,27,-0.01,-0.03,0.0499
88,28,0.03,-0.03,0.03
88,29,0.0699,0.01,-0.0399
88,30,0.02,0.0499,-0.0799
88,31,-0.2296,0.1498,-0.0599
88,32,-0.2696,0.1298,-0.01
88,33,0.2196,0.03,-0.1597
88,34,0.1597,0.1298,-0.2496
88,35,0.03,-0.0,-0.01
88,36,-0.0599,0.03,-0.0
88,37,-0.0899,0.0699,-0.0499
88,38,0.0,-0.01,0.01
88,39,-0.0,0.0,0.0
88,40,-0.0,0.01,-0.01
88,41,-0.03,0.03,-0.01
88,42,0.01,-0.01,0.01
88,43,-0.0,-0.02,0.01
88,44,-0.0,0.0,-0.0
88,45,-0.01,0.01,-0.01
88,46,-0.0699,0.0499,-0.01
88,47,-0.01,-0.1997,0.2396
88,48,0.03,-0.01,0.0
88,49,-0.0,0.0,-0.0
88,50,0.0,-0.0,-0.01
88,51,0.0,-0.0,0.0
88,52,0.0,0.0,-0.0
88,53,-0.0,-0.0,-0.01
89,1,-0.0601,0.0,0.04
89,2,-0.03,0.04,0.0601
89,3,0.2403,0.1502,0.0601
89,4,0.2803,0.1401,-0.0
89,5,0.01,-0.02,-0.04
89,6,-0.04,-0.04,-0.0
89,7,-0.2302,0.03,0.1602
89,8,-0.1902,0.1101,0.2302
89,9,-0.03,-0.01,0.01
89,10,0.0501,0.03,-0.0
89,11,0.0701,0.04,0.02
89,12,0.0,0.01,0.0
89,13,0.0,0.0,-0.0
89,14,-0.0,-0.0,-0.0
89,15,-0.01,-0.01,-0.0
89,16,-0.0,0.0,0.0
89,17,-0.01,0.0,0.01
89,18,0.0,0.0,0.0
89,19,0.0,-0.0,-0.01
89,20,0.01,0.0,-0.0
89,21,0.01,-0.2002,-0.2603
89,22,-0.01,-0.01,0.0
89,23,-0.0,0.0,0.0
89,24,-0.0,0.01,-0.0
89,25,-0.0,-0.0,-0.0
89,26,0.0,-0.0,-0.0
89,27,-0.01,-0.02,0.04
89,28,0.04,-0.04,0.0
89,29,0.0601,0.0,-0.04
89,30,0.03,0.04,-0.0601
89,31,-0.2403,0.1502,-0.0601
89,32,-0.2803,0.1401,0.0
89,33,0.2302,0.03,-0.1602
89,34,0.1902,0.1101,-0.2302
89,35,0.03,-0.01,-0.01
89,36,-0.0501,0.03,0.0
89,37,-0.0701,0.04,-0.02
89,38,-0.0,0.01,-0.0
89,39,-0.0,0.0,0.0
89,40,0.0,-0.0,0.0
89,41,0.01,-0.01,0.0
89,42,0.0,0.0,-0.0
89,43,0.01,0.0,-0.01
89,44,-0.0,0.0,-0.0
89,45,-0.0,-0.0,0.01
89,46,-0.01,0.0,0.0
89,47,-0.01,-0.2002,0.2603
89,48,0.01,-0.01,-0.0
89,49,0.0,0.0,-0.0
89,50,0.0,0.01,0.0
89,51,0.0,-0.0,0.0
89,52,-0.0,-0.0,0.0
89,53,-0.0,0.01,-0.0
90,1,0.0497,-0.0497,-0.0895
90,2,-0.1293,-0.2587,-0.2686
90,3,0.1094,0.0398,-0.0099
90,4,0.1592,0.0,-0.0796
90,5,-0.0398,0.0696,0.1094
90,6,-0.2288,0.0298,0.1691
90,7,-0.0398,-0.0298,-0.0199
90,8,-0.2189,-0.2686,-0.2189
90,9,0.0099,-0.0099,-0.0099
90,10,0.0099,0.0,-0.0099
90,11,0.0199,0.0099,0.0099
90,12,0.0,0.0099,0.0099
90,13,0.0,0.0,0.0
90,14,-0.0,-0.0099,-0.0099
90,15,-0.0298,-0.0298,-0.0099
90,16,0.0,0.0099,0.0099
90,17,-0.0298,0.0199,0.0298
90,18,0.0099,0.0,-0.0
90,19,0.0,-0.0099,-0.0099
90,20,-0.0497,-0.0398,-0.0199
90,21,-0.0497,0.0099,0.0398
90,22,-0.0099,0.0,0.0
90,23,-0.0,-0.0,0.0
90,24,0.0,0.0,-0.0
90,25,-0.0,-0.0,-0.0
90,26,-0.0,0.0,0.0
90,27,-0.0398,-0.0696,0.1094
90,28,-0.2288,-0.0298,0.1691
90,29,0.0497,0.0497,-0.0895
90,30,-0.1293,0.2587,-0.2686
90,31,0.1094,-0.0398,-0.0099
90,32,0.1592,-0.0,-0.0796
90,33,-0.0398,0.0298,-0.0199
90,34,-0.2189,0.2686,-0.2189
90,35,0.0099,0.0099,-0.0099
90,36,0.0099,-0.0,-0.0099
90,37,0.0199,-0.0099,0.0099
90,38,0.0,-0.0099,0.0099
90,39,0.0,-0.0,0.0
90,40,-0.0,0.0099,-0.0099
90,41,-0.0298,0.0298,-0.0099
90,42,0.0,-0.0099,0.0099
90,43,-0.0298,-0.0199,0.0298
90,44,0.0099,-0.0,-0.0
90,45,0.0,0.0099,-0.0099
90,46,-0.0497,0.0398,-0.0199
90,47,-0.0497,-0.0099,0.0398
90,48,-0.0099,-0.0,0.0
90,49,-0.0,0.0,0.0
90,50,0.0,-0.0,-0.0
90,51,-0.0,0.0,-0.0
90,52,-0.0,-0.0,0.0
90,53,0.0,-0.0,-0.0
91,1,0.0501,-0.0501,-0.0902
91,2,-0.1303,-0.2606,-0.2707
91,3,0.1002,0.0401,-0.01
91,4,0.1504,-0.0,-0.0802
91,5,-0.0401,0.0702,0.1203
91,6,-0.2406,0.0301,0.1704
91,7,-0.0401,-0.0401,-0.0301
91,8,-0.2105,-0.2707,-0.2205
91,9,0.01,-0.01,-0.01
91,10,0.01,0.0,-0.0
91,11,0.02,0.0301,0.02
91,12,0.0,0.01,0.0
91,13,-0.0,0.0,0.0
91,14,-0.0,-0.0,-0.0
91,15,-0.01,-0.01,-0.0
91,16,0.0,0.0,0.0
91,17,-0.01,0.01,0.01
91,18,0.0,0.0,-0.0
91,19,0.0,-0.0,-0.0
91,20,-0.02,-0.01,-0.01
91,21,-0.0501,0.02,0.0501
91,22,-0.0,0.0,0.0
91,23,-0.0,-0.0,0.0
91,24,0.0,-0.0,0.0
91,25,-0.0,-0.0,-0.0
91,26,-0.0,0.0,0.0
91,27,0.0401,0.0702,-0.1203
91,28,0.2406,0.0301,-0.1704
91,29,-0.0501,-0.0501,0.0902
91,30,0.1303,-0.2606,0.2707
91,31,-0.1002,0.0401,0.01
91,32,-0.1504,-0.0,0.0802
91,33,0.0401,-0.0401,0.0301
91,34,0.2105,-0.2707,0.2205
91,35,-0.01,-0.01,0.01
91,36,-0.01,0.0,0.0
91,37,-0.02,0.0301,-0.02
91,38,-0.0,0.01,-0.0
91,39,0.0,0.0,-0.0
91,40,0.0,-0.0,0.0
91,41,0.01,-0.01,0.0
91,42,-0.0,0.0,-0.0
