index,valor,array,modos
116,1369.8122562214699,0.0947257894,1369.8122562214699
117,1399.68636991988,0.0523758113,1399.68636991988
118,1404.1423554086823,0.145051831,1404.1423554086823
119,1405.4121665060231,0.141022757,1405.4121665060231
120,1407.6263190633558,0.0381003584,1407.6263190633558
121,1419.5632931285425,0.0679769469,1419.5632931285425
122,1419.5894992489257,0.0648762877,1419.5894992489257
123,1484.6990153320282,0.0507154902,1484.6990153320282
124,1485.291870042239,0.0532985115,1485.291870042239
125,1493.684614135788,0.070185362,1493.684614135788
126,1494.428665574867,0.0696347512,1494.428665574867
127,1513.1753784979403,0.0634303461,1513.1753784979403
128,1516.3732319878013,0.0641982552,1516.3732319878013
129,1550.7853882513575,0.149420884,1550.7853882513575
130,1555.4454686512634,0.149796567,1555.4454686512634
131,1581.8759869870346,0.104351834,1581.8759869870346
132,1583.0203277916294,0.0943976588,1583.0203277916294
133,1609.4815528935192,0.195603353,1609.4815528935192
134,1613.730972237905,0.213444095,1613.730972237905
135,1646.4279577095851,0.161832758,1646.4279577095851
136,1647.9565866341852,0.0918330921,1647.9565866341852
137,1650.9021092799783,0.107678878,1650.9021092799783
138,1650.9844398205087,0.0557521267,1650.9844398205087
139,1668.2873525820655,0.0689874285,1668.2873525820655
140,1668.8955494954967,0.0909900509,1668.8955494954967
141,1670.523520689241,0.056092517,1670.523520689241
142,1673.682045128427,0.0261606009,1673.682045128427
143,3180.480592844626,6.81722011e-05,3180.480592844626
144,3180.551672078057,7.18130673e-05,3180.551672078057
145,3205.4656943680734,2.10436104e-06,3205.4656943680734
146,3205.523368916507,2.28345754e-06,3205.523368916507
147,3212.143985951584,1.74042688e-06,3212.143985951584
148,3212.287995312948,2.19508116e-06,3212.287995312948
149,3218.126191918351,1.93591957e-06,3218.126191918351
150,3218.3380537715548,1.63951445e-06,3218.3380537715548
151,3221.6856279031613,8.18289092e-06,3221.6856279031613
152,3221.779291037149,8.03175127e-06,3221.779291037149
153,3229.792098853449,3.75506966e-06,3229.792098853449
154,3229.9387902952562,3.76304296e-06,3229.9387902952562
155,3233.978123349494,8.74307556e-06,3233.978123349494
156,3234.192033623047,8.58786267e-06,3234.192033623047
157,3238.2494303353187,1.67998537e-06,3238.2494303353187
158,3238.2688997974446,1.67581296e-06,3238.2688997974446
